,Cycle,EventType,InitiationDT,SEP Reference Time,InitiationEvent,Case,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Xray End Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Integrated Flux Deprecated,Flare Duration Deprecated,Flare Xray Time To Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Flare Catalog ID,Flare Opt,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,CME Transit Time,Proton Max Energy,P10_FluxStart,P10_StartDT,P10_OnsetMax_DT,P10_OnsetMax,ESP_CME,P10_PeakDT,P10_PeakVal,P10_EndDT,P10_TimeToOnset(h),P10_TimeToOnsetPeak(h),P10_TimeToPeak(h),P10_Dur(h),EventTermination,P50_FluxStart,P50_StartDT,P50_OnsetPeakDT,P50_Onset MaxVal,P50_PeakDT,P50_PeakVal,P50_EndDT,P50_TranTime(h),P50_PeakRise(h),P50_Dur(h),P100_FluxStart,P100_StartDT,Onset_P100_PkDT,Onset_P100_PkVal,Event_P100_PkDT,Event_P100_PkVal,P100_EndDT,P100_TranTime(h),P100_PeakRise(h),P100_Dur(h),GLE Event Number,ESP Flare Xray Start Time Deprecated,ESP Flare Xray Peak Time Deprecated,ESP Flare Xray End Time Deprecated,ESP Flare Class Deprecated,ESP Flare Opt,ESP Flare Integrated Flux Deprecated,ESP Flare Duration Deprecated,ESP Flare Xray Time to Peak Deprecated,ESP Active Region,ESP AR Area,ESP AR Spot Class,ESP AR Mag Class,ESP AR Carrington,ESP Event Location From Center,ESP Event Latitude,ESP Event Longitude,ESP Event Location Source,ESP Radio m_TyII Start Time,ESP Radio m_TyII End Time,ESP Radio Station,ESP Radio TyII Imp,ESP Radio TyII Speed,ESP CDAW CME First Look Time,ESP CDAW CME LASCO Speed,ESP DONKI CME Speed,ESP CME Transit Time,ACE CME passage,ACE Bz,Sudden Imp Time,Sudden Imp Amplitude,DST,GOES Xray Satellite,GOES Protons Satellite,PRF,Comments
208,24.0,SubEvent,2011-09-06 22:20:00,2011-09-07 00:50:00,FL-PK,AR,2011-09-06 22:12:00,2011-09-06 22:20:00,2011-09-06 22:44:00,X2.1,0.00021,0.058,32.0,8.0,2011-09-06 22:10:00,2011-09-06 22:20:00,2011-09-06 22:24:00,X3.0,0.0003026664489880204,0.09152111411094666,14.0,10.0,201109062210,2B,11283,220.0,Eai,BG,224.0,22.7,14.0,18.0,HOL,22.1,13.0,18.0,LMSAL,64000.0,740.0,2300.0,3.0,2011-09-06 22:19:00,2011-09-06 22:34:00,2.0,2145.0,300.0,40.0,CUL,2011-09-06 22:30:00,2011-09-07 15:40:00,16000.0,150.0,Strong intermittent tone  Wind  Ahead (W103),2011-09-06 22:38:00,2011-09-06 23:59:00,3.0,81.0,2011-09-06 23:05:00,575.0,Halo,300.0,2011-09-06 22:40:00,650.0,30.0,20.0,20.0,2011-09-07 03:50:00,null,null,2011-09-06T22:40:00-CME-001,, ,2011-09-07 00:50:00,,2011-09-07 07:15:00,8.85,,2011-09-07 07:15:00,8.85,2011-09-08 17:30:00,,6.42,,40.67,,2011-09-06 23:20:00,2011-09-06 23:20:00,2011-09-07 05:00:00,1.61,,,2011-09-07 05:00:00,,,,2011-09-06 23:50:00,2011-09-06 23:50:00,2011-09-06 23:20:00,0.41,,,2011-09-07 16:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1880,
209,24.0,SubEvent,2011-11-03 23:30:05,2011-11-04 00:55:00,CME,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-11-03 23:35:00,2011-11-04 00:45:00,10000.0,800.0,Intermittent F-H  Behind (E102) and Ahead (W105). Backside?,,,,,2011-11-03 23:30:05,991.0,Halo,90.0,2011-11-03 22:39:00,1100.0,65.0,-7.0,-160.0,2011-11-04 01:00:00,null,null,2011-11-03T22:39:00-CME-001,, ,2011-11-04 00:55:00,,2011-11-04 09:05:00,3.69,,2011-11-04 09:05:00,3.69,2011-11-06 00:00:00,,8.17,,47.08,,2011-11-04 00:45:00,2011-11-04 00:45:00,2011-11-04 08:20:00,0.457,,,2011-11-06 00:00:00,,,,2011-11-04 00:30:00,2011-11-04 00:30:00,2011-11-04 11:40:00,0.17,,,2011-11-06 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1888,
210,24.0,SubEvent,2011-12-25 18:16:00,2011-12-25 19:55:00,FL-PK,AR,2011-12-25 18:11:00,2011-12-25 18:16:00,2011-12-25 18:20:00,M4.0,4e-05,0.011,9.0,5.0,2011-12-25 18:08:00,2011-12-25 18:16:00,2011-12-25 18:20:00,M5.7,5.772111762780696e-05,0.0175163671374321,12.0,8.0,201112251808,1N,11387,30.0,Dao,B,225.0,33.6,-22.0,26.0,HOL,33.6,-22.0,26.0,LMSAL,12000.0,120.0,390.0,,2011-12-25 18:20:00,2011-12-25 18:31:00,2.0,1019.0,62.0,25.0,SAG,2011-12-25 18:45:00,2011-12-25 18:55:00,14000.0,7000.0,Wind only,2011-12-25 18:17:00,2011-12-25 18:57:00,3.0,40.0,2011-12-25 18:48:00,366.0,125,235.0,2011-12-25 19:24:00,650.0,35.0,-10.0,20.0,2011-12-26 00:45:00,null,null,2011-12-25T19:24:00-CME-001,, ,2011-12-25 19:55:00,,2011-12-26 01:35:00,3.23,,2011-12-26 01:35:00,3.23,2011-12-26 11:45:00,,5.67,,15.83,,,,2011-12-26 02:05:00,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1897,AR is for 26/0000 (first day)
211,24.0,SubEvent,2012-01-19 16:05:00,2012-01-20 12:00:00,FL-PK,AR,2012-01-19 13:44:00,2012-01-19 16:05:00,2012-01-19 17:50:00,M3.2,3.2e-05,0.27,246.0,141.0,2012-01-19 14:34:00,2012-01-19 16:04:00,2012-01-19 17:42:00,M4.6,4.616756268660538e-05,0.3720538914203644,188.0,90.0,201201191434,SF,11402,550.0,Dko,B,211.0,38.2,32.0,-22.0,SVI,40.9,32.0,-27.0,LMSAL,81.0,100.0,58.0,,,,,,,,,2012-01-19 15:00:00,2012-01-20 02:45:00,16000.0,100.0,Strong FH  Ahead (W108) Wind  and Behind (E113),2012-01-19 14:38:00,2012-01-19 21:27:00,1.0,409.0,2012-01-19 14:36:00,1120.0,Halo,20.0,2012-01-19 15:10:00,1020.0,69.0,46.0,-21.0,2012-01-19 18:34:00,null,null,2012-01-19T15:10:00-CME-001,, ,2012-01-20 12:00:00,,2012-01-20 20:15:00,2.31,,2012-01-22 06:15:00,3.25,2012-01-23 04:40:00,,8.25,,64.67,New onset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1899/1900,
212,24.0,SubEvent,2012-02-24 03:46:00,2012-02-25 00:00:00,CME,FE,,,,,,,,,,,,,,,,,,,,,,,,48.1,32.0,-38.0,COM,,,,,,,,,,,,,,,,2012-02-24 10:30:00,2012-02-26 21:00:00,900.0,50.0,Intermittent F-H Sun-to-Earth event  Behind (E117)  Wind  Ahead (W109),,,,,2012-02-24 03:46:00,800.0,189,1.0,2012-02-24 03:46:00,815.0,55.0,32.0,-12.0,2012-02-24 07:40:00,null,null,2012-02-24T03:46:00-CME-001,, ,2012-02-25 00:00:00,,2012-02-26 00:55:00,4.64,,2012-02-26 00:55:00,4.64,2012-02-28 00:55:00,,24.92,,72.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-02-26 20:58:00,,2012-02-26 21:41:00,19.0,,15.0,13.0,1904/1905,Filament eruption 24/0225 - 0348 Z.
213,24.0,SubEvent,2012-03-04 10:52:00,2012-03-04 22:45:00,FL-PK,AR,2012-03-04 10:29:00,2012-03-04 10:52:00,2012-03-04 12:16:00,M2.0,2e-05,0.092,107.0,23.0,2012-03-04 10:24:00,2012-03-04 10:52:00,2012-03-04 12:16:00,M2.9,2.9052189347567037e-05,0.13247060775756836,112.0,28.0,201203041024,1N,11429,290.0,Dkc,BG,300.0,62.7,19.0,-61.0,SVI,66.0,16.0,-65.0,LMSAL,1400.0,2500.0,1200.0,,,,,,,,,2012-03-04 12:15:00,2012-03-04 17:00:00,16000.0,7000.0,Intermittent  Behind (E117)  Wind,2012-03-04 10:40:00,2012-03-04 12:00:00,2.0,80.0,2012-03-04 11:00:00,1306.0,Halo,52.0,2012-03-04 11:24:00,1540.0,60.0,25.0,-48.0,2012-03-04 13:22:00,null,null,2012-03-04T11:24:00-CME-001,, ,2012-03-04 22:45:00,,2012-03-06 13:35:00,4.07,,2012-03-06 13:35:00,4.07,2012-03-07 02:45:00,,38.83,,52.0,New onset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1905/1906,
214,24.0,SubEvent,2012-11-08 11:00:00,2012-11-08 14:45:00,CME,Farside,,,,,,,,,,,,,,,,,,,11598,,,,114.0,,-11.0,162.0,EST,,,,,,,,,,,,,,,,,,,,,,,,,2012-11-08 11:00:00,972.0,Halo,216.0,2012-11-08 11:09:00,1285.0,70.0,-17.0,176.0,2012-11-08 13:46:00,null,null,2012-11-08T11:09:00-CME-001,, ,2012-11-08 14:45:00,,2012-11-09 04:20:00,2.4,,2012-11-09 04:20:00,2.4,2012-11-12 00:00:00,,13.58,,81.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1941,
215,24.0,SubEvent,2012-12-14 02:00:00,2012-12-14 09:00:00,CME,Farside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012-12-14 02:00:00,763.0,149,232.0,2012-12-14 02:24:00,900.0,45.0,-5.0,95.0,2012-12-14 06:35:00,null,null,2012-12-14T02:24:00-CME-001,, ,2012-12-14 09:00:00,,2012-12-15 01:55:00,9.36,,2012-12-15 01:55:00,9.36,2012-12-15 20:00:00,,16.92,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1946,CME 14/0200  SWPC reports brightening ~14/1200 BSWL
216,24.0,SubEvent,2013-01-16 19:23:00,2013-01-17 00:15:00,FL-PK,FE,2013-01-16 18:21:00,2013-01-16 19:23:00,2013-01-16 20:05:00,C2.3,2.3e-06,0.011,104.0,62.0,2013-01-16 18:21:00,2013-01-16 19:23:00,2013-01-16 20:05:00,C3.2,3.2489908790012123e-06,0.015580498613417149,104.0,62.0,201301161821,,,,,,,78.0,-31.0,76.0,Est,87.5,-32.0,87.0,LMSAL,,,,,,,,,,,,,,,,,,,,,2013-01-16 19:00:00,648.0,250,236.0,2013-01-16 19:08:00,723.0,72.0,-27.0,80.0,2013-01-16 23:50:00,null,null,2013-01-16T19:08:00-CME-001,, ,2013-01-17 00:15:00,,2013-01-17 14:15:00,2.08,,2013-01-17 14:15:00,2.08,2013-01-18 06:00:00,,14.0,,29.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1951,
217,24.0,SubEvent,2013-04-21 09:55:00,2013-04-21 09:55:00,Protons,Farside,,,,,,,,,,,,,,,,,,,11719,,,,76.0,,10.0,122.0,Est,,,,,,,,,,,,,,,,,,,,,,,,,2011-04-21 07:24:00,919.0,Halo,269.0,,880.0,,,,,,,,, ,2013-04-21 09:55:00,,2013-04-21 16:40:00,3.27,,2013-04-21 16:40:00,3.27,2013-04-22 16:00:00,,6.75,,30.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1964/1965,
218,24.0,SubEvent,2013-06-21 03:14:00,2013-06-21 16:45:00,FL-PK,AR,2013-06-21 02:30:00,2013-06-21 03:14:00,2013-06-21 03:43:00,M2.9,2.9e-05,0.069,73.0,44.0,2013-06-21 02:47:00,2013-06-21 03:14:00,2013-06-21 03:41:00,M4.1,4.180161340627819e-05,0.09552277624607086,54.0,27.0,201306210247,1F,11777,70.0,Hsx,A,162.0,73.7,-16.0,-73.0,LEA,73.5,-14.0,-73.0,LMSAL,110.0,6000.0,,3.0,,,,,,,,2013-06-21 03:00:00,2013-06-21 07:00:00,14000.0,900.0,Clear type II  Behind  weak Wind  not observed Ahead,2013-06-21 02:56:00,2013-06-21 03:36:00,1.0,40.0,2013-06-21 03:12:00,1900.0,207,107.0,2013-06-21 03:24:00,1970.0,70.0,-19.0,-57.0,2013-06-21 04:51:00,null,null,2013-06-21T03:24:00-CME-001,-2,-73,2013-06-21 16:45:00,,2013-06-22 17:00:00,7.0,,2013-06-22 17:00:00,7.0,2013-06-23 07:45:00,,24.25,,39.0,New onset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-06-23 04:00:00,,,,-38,15.0,13.0,1973,Possible second event seen in STEREO-A responsible for the second peak w/Candidate CME. Timing does not appear to be ESP
219,24.0,SubEvent,2013-10-28 02:03:00,2013-10-28 06:45:00,FL-PK,AR,2013-10-28 01:41:00,2013-10-28 02:03:00,2013-10-28 02:12:00,X1.0,0.0001,0.084,31.0,22.0,2013-10-28 01:37:00,2013-10-28 02:03:00,2013-10-28 02:13:00,X1.4,0.00014679672312922776,0.1300940066576004,36.0,26.0,201310280137,2N,11875,790.0,Fkc,BGD,30.0,66.1,4.0,66.0,LEA ,72.1,5.0,72.0,LMSAL,120.0,120.0,8600.0,2.0,2013-10-28 01:55:00,2013-10-28 02:00:00,2.0,,270.0,18.0,CUL,2013-10-28 05:00:00,2013-10-28 14:00:00,14000.0,200.0,Complex type II Wind  Ahead  Behind,,,,,2013-10-28 02:24:00,695.0,Halo,269.0,2013-10-28 02:12:00,650.0,60.0,7.0,65.0,2013-10-28 09:40:00,null,null,2013-10-28T02:12:00-CME-001,, ,2013-10-28 06:45:00,,2013-10-28 17:45:00,3.63,,2013-10-28 17:45:00,3.63,2013-10-28 18:10:00,,11.0,,11.42,New onset,2013-10-28 06:45:00,2013-10-28 06:45:00,2013-10-28 14:20:00,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1992,
220,24.0,SubEvent,2013-10-28 15:15:00,2013-10-28 18:10:00,FL-PK,AR,2013-10-28 15:07:00,2013-10-28 15:15:00,2013-10-28 15:21:00,M4.4,4.4e-05,0.026,14.0,8.0,2013-10-28 15:06:00,2013-10-28 15:15:00,2013-10-28 15:21:00,M6.3,6.339175888570026e-05,0.04428831487894058,15.0,9.0,201310281506,,11882,390.0,Dkc,BGD,291.0,27.1,-8.0,-26.0,Est,28.6,-6.0,-28.0,LMSAL,22000.0,170.0,440.0,1.0,2013-10-28 15:10:00,2013-10-28 15:29:00,2.0,1855.0,180.0,25.0,SAG,,,,,,2013-10-28 15:15:00,2013-10-28 21:29:00,1.0,374.0,2013-10-28 15:36:00,812.0,Halo,86.0,2013-10-28 15:48:00,900.0,28.0,20.0,-10.0,2013-10-28 20:01:00,null,null,2013-10-28T15:48:00-CME-001,, ,2013-10-28 18:10:00,,2013-10-30 09:25:00,4.84,,2013-10-30 09:25:00,4.84,2013-10-31 16:00:00,,39.25,,69.83,,2013-10-28 18:10:00,2013-10-28 18:10:00,2013-10-29 11:00:00,0.54,,,,,,,2013-10-28 18:10:00,2013-10-28 18:10:00,2013-10-29 02:35:00,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1992,
221,24.0,SubEvent,2013-11-02 04:48:00,2013-11-02 08:00:00,CME,Farside,,,,,,,,,,,,,,,,,,,11875,,,,30.0,,6.0,135.0,EST,,,,,,,,,,,,,,,,2013-11-02 05:00:00,2013-11-02 08:00:00,14000.0,600.0,Type IV  intermittent type II Ahead and Behind,,,,,2013-11-02 04:48:00,828.0,Halo,239.0,2013-11-02 04:48:00,1078.0,75.0,5.0,145.0,2013-11-02 07:40:00,null,null,2013-11-02T04:48:00-CME-001,, ,2013-11-02 08:00:00,,2013-11-02 20:00:00,3.38,,2013-11-02 20:00:00,3.38,2013-11-03 09:05:00,,12.0,,25.08,,2013-11-02 09:00:00,2013-11-02 09:00:00,2013-11-02 15:55:00,0.68,,,2013-11-04 07:00:00,,,,2013-11-02 08:20:00,2013-11-02 08:20:00,2013-11-02 14:20:00,0.25,,,2013-11-03 08:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1992,There is a front side C8.2 S23W04.  All radio is on STEREO not wind  so CME is BWL
222,24.0,SubEvent,2013-11-07 00:02:00,2013-11-07 02:05:00,FL-PK,Farside,2013-11-06 23:44:00,2013-11-07 00:02:00,2013-11-07 00:14:00,M1.4,1.4e-05,0.021,30.0,18.0,2013-11-06 23:44:00,2013-11-07 00:02:00,2013-11-07 00:14:00,M2.0,2e-05,0.030000000000000002,30.0,18.0,,,11882,,,,291.0,,-9.0,102.0,EST,,,,,,,,1.0,,,,,,,,2013-11-07 00:20:00,2013-11-07 21:00:00,16000.0,20.0,F-H type II Ahead  Behind  and low-frequency part  Wind,,,,,2013-11-07 00:00:00,1033.0,Halo,233.0,2013-11-07 00:00:00,950.0,68.0,-35.0,95.0,2013-11-07 03:39:00,null,null,2013-11-07T00:00:00-CME-001,, ,2013-11-07 02:05:00,,2013-11-07 04:35:00,6.65,,2013-11-07 04:35:00,6.65,2013-11-07 22:00:00,,2.5,,19.92,,,,2013-11-07 02:55:00,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1993,Backside ST enhancements 08/1000 not before.  How can front be affected and not farside?
223,24.0,SubEvent,2013-11-19 10:26:00,2013-11-19 12:30:00,FL-PK,AR,2013-11-19 10:14:00,2013-11-19 10:26:00,2013-11-19 10:34:00,X1.0,0.0001,0.066,20.0,12.0,2013-11-19 09:57:00,2013-11-19 10:26:00,2013-11-19 10:34:00,X1.4,0.00014861741510685533,0.10076437890529633,37.0,29.0,201311190957,SF,11893,480.0,Eki,BD,98.0,70.6,14.0,70.0,LEA,69.6,-13.0,69.0,LMSAL,23000.0,530.0,2700.0,,2013-11-19 10:24:00,2013-11-19 10:29:00,1.0,1049.0,180.0,36.0,LEA,2013-11-19 10:50:00,2013-11-19 21:25:00,14000.0,210.0,Weak type II Wind  Ahead,,,,,2013-11-19 10:36:00,740.0,Halo,222.0,2013-11-19 10:39:00,910.0,50.0,-29.0,82.0,2013-11-19 14:34:00,null,null,2013-11-19T10:39:00-CME-001,, ,2013-11-19 12:30:00,,2013-11-19 18:25:00,4.03,,2013-11-19 18:25:00,4.03,2013-11-20 16:00:00,,5.92,,27.5,,2013-11-19 12:40:00,2013-11-19 12:40:00,2013-11-19 16:15:00,0.33,,,2013-11-20 02:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1995,
224,24.0,SubEvent,2013-12-26 03:40:00,2013-12-26 08:20:00,CME,Farside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-12-26 03:00:00,2013-12-27 02:00:00,16000.0,60.0,Chaotic type II,,,,,2013-12-26 03:40:00,1336.0,Halo,135.0,2013-12-26 03:40:00,1600.0,90.0,-31.0,-134.0,2013-12-26 05:30:00,null,null,2013-12-26T03:40:00-CME-001,, ,2013-12-26 08:20:00,,2013-12-27 05:55:00,2.74,,2013-12-27 05:55:00,2.74,2013-12-28 18:20:00,,21.58,,58.0,,,,2013-12-26 17:05:00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,2000,Possible AR1917  S17W160 or Future AR 11944 S08E168/S08W192. CME to SE makes the latter more likely.
225,24.0,SubEvent,2014-02-19 04:48:00,2014-02-19 09:10:00,CME,Farside/ESP,,,,,,,,,,,,,,,,,,,11967,,,,114.0,,-12.0,-150.0,,,,,,,,,,,,,,,,,2014-02-19 04:55:00,2014-02-20 02:20:00,12000.0,310.0,Weak intermittent F-H type II - Ahead  Behind  Wind. Followed by 19/0500: Weak diffuse type II - Behind   Also Type IV 19/0515,,,,,2014-02-19 04:48:00,612.0,Halo,90.0,2014-02-19 05:00:00,810.0,59.0,-13.0,-151.0,2014-02-19 08:59:00,null,null,2014-02-19T05:00:00-CME-001,, ,2014-02-19 09:10:00,,2014-02-19 15:15:00,2.7,,2014-02-20 03:20:00,4.47,2014-02-20 07:05:00,,6.08,,21.92,New Onset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,2008,Unknown initiation but ESP peak from Feb18  FE
226,24.0,SubEvent,2014-03-29 17:48:00,2014-03-29 19:00:00,FL-PK,AR,2014-03-29 17:35:00,2014-03-29 17:48:00,2014-03-29 17:54:00,X1.0,0.0001,0.042,19.0,13.0,2014-03-29 17:30:00,2014-03-29 17:48:00,2014-03-29 17:54:00,X1.4,0.00014498285599984229,0.06425224989652634,24.0,18.0,201403291730,2B,12017,142.0,Dao,BD,142.0,33.6,11.0,32.0,HOL,33.4,10.0,32.0,LMSAL,10000.0,360.0,1100.0,3.0,2014-03-29 17:53:00,2014-03-29 18:01:00,3.0,4508.0,180.0,25.0,SAG,2014-03-29 18:00:00,2014-03-30 09:50:00,16000.0,20.0,Intermittent type II - Wind  Ahead  Behind ,,,,,2014-03-29 18:12:00,528.0,Halo,325.0,2014-03-29 18:39:00,707.0,46.0,34.0,36.0,2014-03-29 23:03:00,null,null,2014-03-29T18:39:00-CME-001,, ,2014-03-29 19:00:00,,2014-03-29 22:30:00,3.22,,2014-03-29 22:30:00,3.22,2014-03-30 16:00:00,,3.5,,21.0,,2014-03-29 18:50:00,2014-03-29 18:50:00,2014-03-29 22:30:00,0.332,,,2014-03-30 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,2013,
227,24.0,SubEvent,2014-09-01 11:12:00,2014-09-01 16:30:00,CME,Farside,,,,,,,,,,,,,,,,,,,12158,,,,88.0,,15.0,-118.0,,,,,,180.0,57.0,,,2014-09-01 11:04:00,2014-09-01 11:24:00,2.0,2079.0,53.0,26.0,SAG,2014-09-01 11:00:00,2014-09-02 02:00:00,16000.0,220.0,F-H type II - Behind  Wind  Type IV - Behind ,,,,,2014-09-01 11:12:00,1901.0,Halo,65.0,2014-09-01 11:24:00,1700.0,46.0,1.0,-155.0,2014-09-01 12:37:00,null,null,2014-09-01T11:24:00-CME-001,, ,2014-09-01 16:30:00,,2014-09-06 07:40:00,9.73,,2014-09-06 07:40:00,9.73,2014-09-10 19:30:00,,111.17,,219.0,,2014-09-01 16:30:00,2014-09-01 16:30:00,2014-09-03 13:50:00,1.69,,,2014-09-10 00:00:00,,,,2014-09-01 16:30:00,2014-09-01 16:30:00,2014-09-02 22:10:00,0.69,,,2014-09-07 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-09-06 15:35:00,63.0,,15.0,13.0,2036,Possible Alternate AR 12156 rotated around went to plage on Sept5
228,24.0,SubEvent,2014-09-22 06:14:00,2014-09-22 06:00:00,CME,Farside,,,,,,,,,,,,,,,,,,,12158,,,,89.0,,16.0,150.0,,,,,,,,1.0,,,,,,,,,2014-09-22 06:10:00,2014-09-22 07:55:00,16000.0,2300.0,F-H type II - Behind  Wind,,,,,2014-09-22 06:14:00,618.0,252,308.0,2014-09-22 06:24:00,630.0,40.0,27.0,144.0,2014-09-22 11:50:00,null,null,2014-09-22T06:24:00-CME-001,, ,2014-09-22 06:00:00,,2014-09-22 13:00:00,2.05,,2014-09-22 13:00:00,2.05,2014-09-23 10:00:00,,7.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,2039,G15 Xray outage 22/0818 -22/0933Not seen in STEREO A
229,24.0,SubEvent,2014-12-13 14:24:00,2014-12-13 15:00:00,CME,Farside,,,,,,,,,,,,,,,,,,,12222,,,,84.0,,-19.0,154.0,,,,,,,,1.0,,2014-12-13 14:14:00,2014-12-13 14:51:00,2.0,955.0,180.0,107.0,SAG,2014-12-13 14:25:00,2014-12-13 14:55:00,16000.0,6000.0,Possible type II/IV - Wind  Ahead,,,,,2014-12-13 14:24:00,2222.0,Halo,265.0,2014-12-13 14:24:00,2400.0,50.0,-9.0,150.0,2014-12-13 15:30:00,null,null,2014-12-13T14:24:00-CME-001,, ,2014-12-13 15:00:00,,2014-12-14 10:20:00,2.5,,2014-12-14 10:20:00,2.5,2014-12-15 12:00:00,,19.33,,45.0,,2014-12-13 15:00:00,2014-12-13 15:00:00,2014-12-14 10:25:00,0.42,,,2014-12-15 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,2050,GOES x-ray and prot on outage  between 13/1115 and 14/0105 and between 14/1205 and 14/1725.Pstart is guessIan's table has long 142
230,24.0,SubEvent,2014-12-18 21:58:00,2014-12-21 11:30:00,FL-PK,Unknown/ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,LEA,,,,,550.0,240.0,320.0,,2014-12-18 22:24:00,2014-12-18 22:32:00,2.0,664.0,45.0,25.0,PAL,2014-12-18 22:10:00,2014-12-19 21:10:00,16000.0,120.0,F-H type II - Wind,2014-12-18 21:51:00,2014-12-18 22:25:00,1.0,34.0,2014-12-19 00:27:00,1195.0,Halo,98.0,2014-12-19 00:27:00,885.0,45.0,-9.0,-20.0,2014-12-19 01:12:00,null,null,2014-12-19T00:27:00-CME-001,, ,2014-12-21 11:30:00,,2014-12-21 20:15:00,3.24,,2014-12-21 20:15:00,3.24,2014-12-22 21:30:00,,8.75,,34.0,,,,,,,,,,,,,,,,,,,,,,,2014-12-18 21:41:00,2014-12-18 21:58:00,2014-12-18 22:25:00,M6.9,2N,0.1,44.0,17.0,12241.0,390.0,Ekc,BGD,217.0,18.5,-11.0,-15.0,,2014-12-18 22:24:00,2014-12-18 22:32:00,PAL,2.0,664.0,2014-12-19 00:27:00,1195.0,885.0,,,,,,,15.0,13.0,2051/2052,Multiple shocks (4) pass during the course of this event. Several may contribute.Not in Ian's table
