,Cycle,EventType,InitiationDT,SEP Reference Time,InitiationEvent,Case,Flare Xray Start Time Deprecated,Flare Xray Peak Time Deprecated,Flare Xray End Time Deprecated,Flare Class Deprecated,Flare Magnitude Deprecated,Flare Integrated Flux Deprecated,Flare Duration Deprecated,Flare Xray Time To Peak Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Xray Time To Peak,Flare Catalog ID,Flare Opt,Active Region,AR Area,AR Spot Class,AR Mag Class,AR Carrington,Event Location From Center,Event Latitude,Event Longitude,Event Location Source,Event Location from Center 2,Event Latitude 2,Event Longitude 2,Event Location Source 2,Radio Rbr245Max,Radio Rbr2695Max,Radio Rbr8800,Radio TyIII_Imp,Radio m_TyII Start Time,Radio m_TyII End Time,Radio TyII Imp,Radio TyII Speed,Radio m_TyII Start Frequency,Radio m_TyII End Frequency,Radio Station,Radio DH Start Time,Radio DH End Time,Radio DH Start Frequency,Radio DH End Frequency,Radio DH Note,Radio TyIV Start Time,Radio TyIV End Time,Radio TyIV Imp,Radio TyIV Duration,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,CME Transit Time,Proton Max Energy,P10_FluxStart,P10_StartDT,P10_OnsetMax_DT,P10_OnsetMax,ESP_CME,P10_PeakDT,P10_PeakVal,P10_EndDT,P10_TimeToOnset(h),P10_TimeToOnsetPeak(h),P10_TimeToPeak(h),P10_Dur(h),EventTermination,P50_FluxStart,P50_StartDT,P50_OnsetPeakDT,P50_Onset MaxVal,P50_PeakDT,P50_PeakVal,P50_EndDT,P50_TranTime(h),P50_PeakRise(h),P50_Dur(h),P100_FluxStart,P100_StartDT,Onset_P100_PkDT,Onset_P100_PkVal,Event_P100_PkDT,Event_P100_PkVal,P100_EndDT,P100_TranTime(h),P100_PeakRise(h),P100_Dur(h),GLE Event Number,ESP Flare Xray Start Time Deprecated,ESP Flare Xray Peak Time Deprecated,ESP Flare Xray End Time Deprecated,ESP Flare Class Deprecated,ESP Flare Opt,ESP Flare Integrated Flux Deprecated,ESP Flare Duration Deprecated,ESP Flare Xray Time to Peak Deprecated,ESP Active Region,ESP AR Area,ESP AR Spot Class,ESP AR Mag Class,ESP AR Carrington,ESP Event Location From Center,ESP Event Latitude,ESP Event Longitude,ESP Event Location Source,ESP Radio m_TyII Start Time,ESP Radio m_TyII End Time,ESP Radio Station,ESP Radio TyII Imp,ESP Radio TyII Speed,ESP CDAW CME First Look Time,ESP CDAW CME LASCO Speed,ESP DONKI CME Speed,ESP CME Transit Time,ACE CME passage,ACE Bz,Sudden Imp Time,Sudden Imp Amplitude,DST,GOES Xray Satellite,GOES Protons Satellite,PRF,Comments
187,25.0,SPE,2024-09-09 03:32:00,2024-09-09 06:10:00,FL-PK,AR,2024-09-09 00:57:00,2024-09-09 03:32:00,2024-09-09 05:02:00,M1.0,1e-05,0.095,245.0,155.0,,,,,,,,,,,13806,90.0,Cso,B,213.0,83.1,-8.0,83.0,EST,89.0,-2.0,89.0,LMSAL,,,,,2024-09-09 05:10:00,2024-09-09 05:29:00,2.0,668.0,180.0,25.0,LEA,2024-09-09 03:20:00,2024-09-09 08:50:00,2000.0,230.0,,,,,,2024-09-09 05:23:00,1522.0,Halo,55.0,2024-09-09 05:23:00,1452.0,45.0,18.0,-133.0,2024-09-09 07:33:00,LE,SWPC_CAT,2024-09-09T05:23:00-CME-001,111,,2024-09-09 06:10:00,2024-09-09 08:50:00,2024-09-09 22:50:00,34.2,,2024-09-09 22:50:00,34.2,2024-09-10 05:55:00,5.3,14.0,14.0,21.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,2559,
188,25.0,SPE,2024-09-14 15:29:00,2024-09-14 18:00:00,FL-PK,ESP,2024-09-14 15:13:00,2024-09-14 15:29:00,2024-09-14 15:47:00,X4.5,0.00045,0.58,34.0,16.0,2024-09-14 15:13:00,2024-09-14 15:29:00,2024-09-14 15:47:00,X4.4,0.0004490113933570683,0.5757957100868225,34.0,16.0,202409141513,2B,13825,240.0,Dac,BG,13.0,57.5,-16.0,-56.0,HOL,60.3,-16.0,-59.0,LMSAL,520.0,1000.0,8800.0,3.0,,,,,,,,2024-09-14 15:34:00,2024-09-15 08:40:00,16000.0,170.0,,,,,,2024-09-14 15:36:00,2366.0,Halo,95.0,2024-09-14 15:36:00,1070.0,51.0,8.0,-50.0,2024-09-14 18:08:00,LE,SWPC_CAT,2024-09-14T15:36:00-CME-001,7,,2024-09-14 18:00:00,2024-09-17 07:35:00,2024-09-15 14:55:00,6.2,RELAT,2024-09-17 10:50:00,33.6,2024-09-17 16:10:00,64.1,-40.67,3.25,8.58,,,,2024-09-14 20:40:00,0.6,2024-09-14 20:40:00,0.6,,,,,,,2024-09-14 20:40:00,0.3,2024-09-14 20:40:00,0.3,,,,,,2024-09-14 15:13:00,2024-09-14 15:29:00,2024-09-14 15:47:00,X4.5,2B,0.58,34.0,16.0,13825.0,240.0,Dac,BG,13.0,57.5,-16.0,-56.0,RELAT,,,,,,2024-09-14 15:36:00,2366.0,2040.0,,2024-09-16 23:29:00,,1900-02-08 00:00:00,,,16.0,18.0,2559/2560,
189,25.0,ESPE,2024-10-09 01:56:00,2024-10-09 02:45:00,FL-PK,AR,2024-10-09 01:25:00,2024-10-09 01:56:00,2024-10-09 02:43:00,X1.8,0.00018,0.491,78.0,31.0,2024-10-09 01:25:00,2024-10-09 01:56:00,2024-10-09 02:44:00,X1.8,0.00018257996998727322,0.4981689751148224,79.0,31.0,202410090125,,13848,600.0,Dki,BGD,115.0,16.2,12.0,11.0,SRS,15.2,13.0,8.0,LMSAL,,2700.0,2000.0,2.0,2024-10-09 01:44:00,2024-10-09 01:59:00,3.0,5176.0,180.0,25.0,PAL,,,,,,2024-10-09 01:43:00,2024-10-09 04:02:00,2.0,139.0,2024-10-09 02:12:00,1435.0,Halo,306.0,2024-10-09 02:12:00,1509.0,45.0,13.0,8.0,2024-10-09 04:16:00,LE,SWPC_CAT,2024-10-09T02:12:00-CME-001,16,,2024-10-09 02:45:00,2024-10-09 05:05:00,2024-10-09 13:00:00,1065.5,RELAT,2024-10-10 15:15:00,1812.0,2024-10-11 03:15:00,3.15,7.92,34.17,46.17,,2024-10-09 02:45:00,2024-10-09 03:40:00,2024-10-09 10:30:00,60.6,2024-10-09 10:30:00,60.6,2024-10-10 21:35:00,1.73,6.83,41.92,2024-10-09 02:45:00,2024-10-09 03:50:00,2024-10-09 08:05:00,4.0,2024-10-09 08:05:00,4.0,2024-10-10 04:40:00,1.9,4.25,24.83,,2024-10-09 01:25:00,2024-10-09 01:56:00,2024-10-09 02:43:00,X1.8,,0.005,78.0,31.0,13848.0,600.0,Dki,BGD,115.0,16.2,12.0,11.0,RELAT,2024-10-09 01:44:00,2024-10-09 01:59:00,PAL,3.0,5176.0,2024-10-09 02:12:00,1435.0,1509.0,37.32,,,2024-10-10 15:15:00,36.0,,16.0,18.0,2563,
190,25.0,SPE,2024-10-26 07:19:00,2024-10-26 16:15:00,FL-PK,AR,2024-10-26 06:32:00,2024-10-26 07:19:00,2024-10-26 07:56:00,X1.8,0.00018,0.89,84.0,47.0,2024-10-26 06:32:00,2024-10-26 07:19:00,2024-10-26 07:55:00,X1.8,0.00018463177548255771,0.761997640132904,83.0,47.0,202410260632,3N,13873,120.0,Dai,B,177.0,56.7,-11.0,-56.0,LEA,63.2,-16.0,-62.0,LMSAL,1800.0,270.0,2900.0,,2024-10-26 06:29:00,2024-10-26 06:44:00,2.0,486.0,180.0,25.0,SVI,,,,,,2024-10-26 06:29:00,2024-10-26 07:36:00,3.0,67.0,2024-10-26 06:36:00,1914.0,Halo,123.0,2024-10-26 06:48:00,1523.0,53.0,-32.0,-54.0,2024-10-26 09:04:00,LE,SWPC_CAT,2024-10-26T06:48:00-CME-001,-43,,2024-10-26 16:15:00,2024-10-26 18:05:00,2024-10-27 15:35:00,273.1,,2024-10-28 13:50:00,363.7,2024-11-01 08:40:00,10.77,21.5,43.75,134.58,,2024-10-26 16:15:00,2024-10-27 06:20:00,2024-10-27 15:40:00,3.0,2024-10-27 15:40:00,3.0,2024-10-29 11:35:00,23.02,9.33,53.25,2024-10-26 16:15:00,,2024-10-27 14:20:00,0.6,2024-10-27 14:20:00,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-28 04:46:00,48.0,-341,16.0,18.0,2565,Immediately preceded by an 26/0623 M9.5 w/integral flux of .14 embedded in the rise.
191,25.0,ESPE,2024-11-21 18:12:00,2024-11-21 18:25:00,CME,Farside,,,,,,,,,,,,,,,,,,,13889,,,,4.0,,-9.0,120.0,EST,,,120.0,DONKI,,,,,,,,,,,,,,,,,,,,,2024-11-21 18:12:00,1436.0,Halo,295.0,2024-11-21 18:12:00,1560.0,49.0,11.0,120.0,2024-11-21 20:23:00,LE,SWPC_CAT,2024-11-21T18:12:00-CME-001,0,,2024-11-21 18:25:00,2024-11-21 19:25:00,2024-11-22 03:55:00,125.0,,2024-11-22 03:55:00,125.0,2024-11-22 18:45:00,1.22,8.5,8.5,23.33,,2024-11-21 18:25:00,2024-11-21 18:45:00,2024-11-21 21:10:00,15.6,2024-11-21 21:10:00,15.6,2024-11-22 15:00:00,0.55,2.42,20.25,2024-11-21 18:25:00,2024-11-21 18:45:00,2024-11-21 21:10:00,7.4,2024-11-21 21:10:00,7.4,2024-11-22 03:05:00,0.55,2.42,8.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,2569,
192,25.0,SPE,2025-01-04 15:09:00,2025-01-04 20:25:00,FL-PK,AR,2025-01-04 14:11:00,2025-01-04 15:09:00,2025-01-04 16:34:00,C9.3,9.3e-06,0.057,143.0,58.0,,,,,,,,,,,13939,120.0,Cso,B,84.0,56.7,-17.0,55.0,EST,63.1,-21.0,61.0,LMSAL,,,,,,,,,,,,,,,,,2025-01-04 14:44:00,2025-01-04 16:19:00,3.0,95.0,2025-01-04 14:48:00,772.0,143,259.0,2025-01-04 15:12:00,892.0,33.0,-10.0,56.0,2025-01-04 19:05:00,LE,SWPC_CAT,2025-01-04T15:12:00-CME-001,-21,,2025-01-04 20:25:00,2025-01-04 22:15:00,2025-01-05 00:55:00,20.0,,2025-01-05 00:55:00,20.0,2025-01-05 09:40:00,7.1,2.67,2.67,11.42,,2025-01-04 20:35:00,2025-01-04 22:25:00,2025-01-04 23:30:00,1.2,2025-01-04 23:30:00,1.2,2025-01-05 00:40:00,7.27,1.08,2.25,2025-01-04 20:35:00,,2025-01-04 22:25:00,0.5,2025-01-04 22:25:00,0.5,2025-01-05 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,2575,
193,25.0,SPE,2025-02-24 22:09:00,2025-02-24 23:15:00,FL-PK,AR,2025-02-24 20:51:00,2025-02-24 21:01:00,2025-02-24 21:09:00,M1.5,1.5e-05,0.26,18.0,10.0,2025-02-24 20:51:00,2025-02-24 21:01:00,2025-02-24 21:09:00,M1.5,1.52943903231062e-05,0.010014986619353294,18.0,10.0,202502242051,1N,14000,180.0,Dai,BGD,105.0,33.6,16.0,30.0,HOL,31.1,16.0,27.0,LMSAL,3200.0,,,,2025-02-24 22:09:00,2025-02-24 22:17:00,2.0,641.0,51.0,25.0,PAL,,,,,,2025-02-24 22:20:00,2025-02-24 22:43:00,2.0,23.0,2025-02-24 21:12:00,1058.0,Halo,277.0,2025-02-24 21:24:00,1239.0,47.0,-5.0,131.0,2025-02-25 00:57:00,LE,SWPC_CAT,2025-02-24T21:24:00-CME-001,11,,2025-02-24 23:15:00,2025-02-25 00:20:00,2025-02-25 02:40:00,37.1,,2025-02-25 02:40:00,37.1,2025-02-25 11:15:00,2.18,2.33,2.33,10.92,,,,2025-02-25 00:35:00,0.6,2025-02-25 00:35:00,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,18.0,2583,
194,25.0,SPE,2025-03-28 15:21:00,2025-03-29 23:30:00,FL-PK,AR,2025-03-28 15:03:00,2025-03-28 15:21:00,2025-03-28 15:42:00,X1.1,0.00011,0.17,39.0,18.0,2025-03-28 14:57:00,2025-03-28 15:20:00,2025-03-28 15:43:00,X1.1,0.00011318205361021683,0.17150060832500458,46.0,23.0,202503281457,,14046,,,,301.0,75.1,6.0,-75.0,SWPC,83.0,6.0,-83.0,LMSAL,240.0,380.0,2200.0,,,,,,,,SAG,,,,,,2025-03-28 15:14:00,2025-03-28 16:18:00,2.0,64.0,2025-03-28 15:24:00,1986.0,Halo,78.0,2025-03-28 15:24:00,1838.0,37.0,19.0,-86.0,2025-03-28 17:27:00,LE,SWPC_CAT,2025-03-28T15:24:00-CME-001,3,,2025-03-29 23:30:00,2025-03-31 11:05:00,2025-04-01 04:25:00,147.0,,2025-04-01 04:25:00,147.0,2025-04-02 09:10:00,67.73,17.33,17.33,46.08,,,,2025-04-01 03:30:00,0.5,2025-04-01 03:30:00,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-01 17:29:00,,,,,16.0,18.0,2587/2588,
195,25.0,SPE,2025-05-31 00:05:00,2025-05-31 07:55:00,FL-PK,AR/ESP,2025-05-30 23:31:00,2025-05-31 00:05:00,2025-05-31 01:32:00,M8.2,8.1e-05,0.39,121.0,34.0,,,,,,,,,,,14100,440.0,Eki,BG,245.0,16.1,8.0,-14.0,SRS,17.1,14.0,-10.0,LMSAL,190.0,1100.0,,1.0,2025-05-30 23:53:00,2025-05-30 23:59:00,2.0,1938.0,180.0,25.0,PAL,,,,,,2025-05-31 00:15:00,2025-05-31 01:25:00,2.0,70.0,2025-05-31 00:12:00,1752.0,Halo,330.0,2025-05-31 00:15:00,1302.0,47.0,8.0,-9.0,2025-05-31 02:32:00,LE,SWPC_CAT,2025-05-31T00:15:00-CME-001,7,,2025-05-31 07:55:00,2025-05-31 17:10:00,2025-06-01 05:15:00,86.0,RELAT,2025-06-01 09:15:00,666.0,2025-06-02 05:20:00,17.08,12.08,16.08,36.17,,,,2025-05-31 22:45:00,0.6,2025-06-01 09:50:00,0.7,,,,,,,,,,,,,,,,2025-05-30 23:31:00,2025-05-31 00:05:00,2025-05-31 01:32:00,M8.2,,0.39,121.0,34.0,14100.0,440.0,Eki,BG,245.0,16.1,8.0,-14.0,RELAT,2025-05-30 23:53:00,2025-05-30 23:59:00,PAL,2.0,1938.0,2025-05-31 00:12:00,1752.0,1302.0,29.62,,,2025-06-01 05:42:00,99.0,,18.0,18.0,2596/2597,
196,25.0,SPE,2025-08-21 08:23:00,2025-08-22 12:00:00,CME,Farside,,,,,,,,,,,,,,,,,,,14168,,,,106.0,,5.0,-147.0,EST,,,,,,,,,2025-08-21 08:22:00,2025-08-21 08:39:00,2.0,1323.0,63.0,25.0,SVI,,,,,,,,,,2025-08-21 08:23:00,,,,2025-08-21 08:23:00,1657.0,52.0,19.0,-142.0,2025-08-21 10:29:00,LE,SWPC_CAT,2025-08-21T08:23:00-CME-001,0,,2025-08-22 12:00:00,2025-08-25 13:20:00,2025-08-27 07:40:00,13.0,,2025-08-27 07:40:00,13.0,2025-08-27 15:10:00,100.95,42.33,42.33,49.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,18.0,2608,Barely reaching 10 pfu. P10 time is first record.  SWPC start is 25/1355Z
197,24.0,SubEvent,2010-08-01 08:26:00,2010-08-03 15:00:00,FL-PK,ESP,2010-08-01 07:55:00,2010-08-01 08:26:00,2010-08-01 09:35:00,C3.2,3.23e-06,0.015,100.0,31.0,2010-08-01 07:38:00,2010-08-01 08:57:00,2010-08-01 10:01:00,C4.5,4.56488896816154e-06,0.025939835235476494,143.0,79.0,201008010738,SF,11092,230.0,Hkx,Alpha,79.0,40.5,20.0,-36.0,LEA,,,,LMSAL,10000.0,890.0,160.0,1.0,,,,,,,,2010-08-01 09:20:00,2010-08-01 17:30:00,2000.0,700.0,Behind (E72) and Wind ,2010-08-01 08:08:00,2010-08-01 11:36:00,2.0,208.0,,850.0,Halo,,,1800.0,,,,,,,,, ,2010-08-03 15:00:00,,2010-08-03 16:45:00,2.74,RELAT?,2010-08-03 19:30:00,5.29,2010-08-04 04:50:00,,1.75,,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RELAT?,,,,,,,,,,2010-08-03 16:56:00,,2010-08-03 17:41:00,21.0,,14.0,13.0,1822/1823,
198,24.0,SubEvent,2010-08-18 05:48:00,2010-08-18 08:20:00,FL-PK,AR,2010-08-18 04:45:00,2010-08-18 05:48:00,2010-08-18 06:51:00,C4.5,4.5e-06,0.023,126.0,63.0,2010-08-18 04:39:00,2010-08-18 05:45:00,2010-08-18 06:52:00,C6.4,6.473075245594373e-06,0.03342675417661667,133.0,66.0,201008180439,,11099,,,,347.0,,17.0,100.0,EST,,,,,,,,,2010-08-18 05:51:00,2010-08-18 05:55:00,1.0,545.0,55.0,25.0,SVI,2010-08-18 06:05:00,2010-08-18 07:45:00,13000.0,700.0,Wind  Ahead (W80)  Behind (E72): Intermittent F-H ,,,,,2010-08-18 05:48:00,1471.0,184,230.0,2010-08-18 06:00:00,1091.0,40.0,-30.0,97.0,2010-08-18 08:35:00,null,null,2010-08-18T06:00:00-CME-001,, ,2010-08-18 08:20:00,,2010-08-18 13:10:00,4.1,,2010-08-18 13:10:00,4.1,2010-08-19 03:40:00,,4.83,,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,1825,
199,24.0,SubEvent,2011-01-28 01:03:00,2011-01-28 02:30:00,FL-PK,AR,2011-01-28 00:44:00,2011-01-28 01:03:00,2011-01-28 01:10:00,M1.3,1.3e-05,0.009,26.0,19.0,2011-01-28 00:53:00,2011-01-28 01:03:00,2011-01-28 01:09:00,M2.0,2.004945963562932e-05,0.013203109614551067,16.0,10.0,201101280053,,11149,,,,343.0,90.0,16.0,90.0,EST,88.1,16.0,88.0,LMSAL,,,,1.0,2011-01-28 01:01:00,2011-01-28 01:12:00,1.0,732.0,80.0,30.0,COM,2011-01-28 01:15:00,2011-01-28 01:35:00,16000.0,8000.0,Wide band tone  possibly F-H Ahead (W87) and Wind,,,,,2011-01-28 01:25:00,288.0,119,290.0,,380.0,,,,,,,,, ,2011-01-28 02:30:00,,2011-01-28 16:25:00,2.8,,2011-01-28 16:25:00,2.8,2011-01-28 20:20:00,,13.92,,17.83,,,,2011-01-28 05:40:00,0.38,,,,,,,,,2011-01-28 04:50:00,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1848,Double humped.
200,24.0,SubEvent,2011-02-15 01:56:00,2011-02-15 06:40:00,FL-PK,AR,2011-02-15 01:44:00,2011-02-15 01:56:00,2011-02-15 02:06:00,X2.2,0.00022,0.16,22.0,12.0,2011-02-15 01:44:00,2011-02-15 01:56:00,2011-02-15 02:06:00,X3.3,0.0003300921234767884,0.2358514666557312,22.0,12.0,201102150144,,11158,450.0,Ekc,BG,36.0,23.3,-18.0,15.0,EST,22.3,-20.0,10.0,LMSAL,45000.0,1300.0,1300.0,3.0,2011-02-15 01:52:00,2011-02-15 02:00:00,2.0,260.0,57.0,,CUL,2011-02-15 02:10:00,2011-02-15 07:00:00,16000.0,400.0,Strong intermittent F-H  Behind (E94)  Wind  Ahead (W87),2011-02-15 01:55:00,2011-02-15 01:58:00,2.0,3.0,2011-02-15 02:24:00,669.0,Halo,189.0,2011-02-15 02:25:00,920.0,35.0,-20.0,15.0,2011-02-15 06:25:00,null,null,2011-02-15T02:25:00-CME-001,, ,2011-02-15 06:40:00,,2011-02-15 11:15:00,2.58,,2011-02-15 11:15:00,2.58,2011-02-16 01:25:00,,4.58,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1851,
201,24.0,SubEvent,2011-06-04 23:50:00,2011-06-04 23:50:00,Protons,ESP,2011-06-02 07:22:00,2011-06-02 07:46:00,2011-06-02 07:57:00,C3.7,3.2e-06,0.005,35.0,24.0,2011-06-02 07:36:00,2011-06-02 07:46:00,2011-06-02 07:53:00,C5.3,5.363566287996946e-06,0.004751665983349085,17.0,10.0,201106020736,2N,11227,100.0,Dso,BG,22.0,31.0,-19.0,-25.0,SVI,28.8,-19.0,-22.0,LMSAL,160.0,,,,,,,,,,,2011-06-02 08:00:00,2011-06-02 08:25:00,15000.0,4000.0,strong F  weak H  Behind(E93)  Wind,,,,,2011-06-02 08:12:00,976.0,Halo,98.0,2011-06-02 07:40:00,950.0,30.0,-5.0,-30.0,2011-06-02 11:25:00,null,null,2011-06-02T07:40:00-CME-001,, ,2011-06-04 23:50:00,,2011-06-05 00:50:00,3.98,,2011-06-05 00:50:00,3.98,2011-06-05 03:30:00,,1.0,,3.67,,,,2011-06-05 00:55:00,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-04 20:45:00,54.0,,15.0,13.0,1866,ESP from 2Jun shock passage
202,24.0,SubEvent,2011-06-05 22:15:00,2011-06-05 22:15:00,Protons,Farside,,,,,,,,,,,,,,,,,,,11222,,,,166.0,,16.0,148.0,EST,,,,,,,,,,,,,,,,2011-06-04 22:00:00,2011-06-07 01:30:00,16000.0,25.0,Long duration  intense  complex F-H  Behind (some  E93) Wind  Ahead (W95),,,,,2011-06-04 22:00:00,2425.0,Halo,300.0,2011-06-04 22:09:00,2500.0,60.0,16.0,140.0,2011-06-04 23:15:00,null,null,2011-06-04T22:09:00-CME-001,, ,2011-06-05 22:15:00,,2011-06-06 04:05:00,4.87,,2011-06-06 04:05:00,4.87,2011-06-07 07:15:00,,5.83,,33.0,New onset,,,2011-06-06 04:20:00,0.48,,,2011-06-07 07:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1866,UnknownMaybe CME 04/2205 Halo 2425 km/s. psep selected 05/0626. DONKI CME source N16W140. Ian W165. AR 11222 N16 CR 166 Est W148
203,24.0,SubEvent,2011-06-11 15:00:00,2011-06-11 15:00:00,Protons,Farside/Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,2011-06-11 15:00:00,,2011-06-13 10:10:00,4.85,,2011-06-13 10:10:00,4.85,2011-06-15 18:15:00,,43.17,,99.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1867/1868,UnknownOn PSEP list.  However  probably due to spatial effects.  Dip in protons coincident with high speed stream/solar sector boundary crossing.
204,24.0,SubEvent,2011-06-17 06:25:00,2011-06-17 06:15:00,Protons,Unknown/ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,2011-06-13 04:20:00,2011-06-13 04:50:00,14000.0,9000.0,Intermittent  backside  Behind (E93)only,,,,,2011-06-13 04:24:00,957.0,Halo,108.0,2011-06-13 04:40:00,830.0,43.0,-15.0,-160.0,2011-06-13 07:45:00,null,null,2011-06-13T04:40:00-CME-001,, ,2011-06-17 06:15:00,,2011-06-17 08:05:00,8.03,,2011-06-17 08:05:00,8.03,2011-06-18 02:30:00,,1.83,,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011-06-17 02:44:00,31.0,,15.0,13.0,1868,SSC: Passage of 14Jun PH CME
205,24.0,SubEvent,2011-08-02 06:19:00,2011-08-02 07:25:00,FL-PK,AR,2011-08-02 05:19:00,2011-08-02 06:19:00,2011-08-02 06:48:00,M1.4,1.4e-05,0.039,89.0,60.0,2011-08-02 05:56:00,2011-08-02 06:19:00,2011-08-02 06:42:00,M2.1,2.132675399479922e-05,0.04174059256911278,46.0,23.0,201108020556,1N,11261,350.0,Fkc,BGD,330.0,20.4,14.0,15.0,SVI,20.7,12.0,17.0,LMSAL,620.0,220.0,150.0,,2011-08-02 06:08:00,2011-08-02 06:22:00,2.0,1067.0,90.0,23.0,CUL,2011-08-02 06:15:00,2011-08-02 07:30:00,16000.0,3000.0,Intermittent Ahead (W101)  Wind,,,,,2011-08-02 06:36:00,518.0,268,285.0,2011-08-02 06:40:00,900.0,35.0,4.0,15.0,2011-08-02 10:19:00,null,null,2011-08-02T06:40:00-CME-001,, ,2011-08-02 07:25:00,,2011-08-02 11:10:00,2.9,,2011-08-02 11:10:00,2.9,2011-08-03 12:00:00,,3.75,,28.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1875,
206,24.0,SubEvent,2011-08-08 18:10:00,2011-08-08 18:55:00,FL-PK,AR,2011-08-08 18:00:00,2011-08-08 18:10:00,2011-08-08 18:18:00,M3.5,3.5e-05,0.022,18.0,10.0,2011-08-08 17:52:00,2011-08-08 18:10:00,2011-08-08 18:18:00,M5.0,5.0466849643271416e-05,0.03330908343195915,26.0,18.0,201108081752,1B,11263,510.0,Ekc,BGD,301.0,62.2,16.0,61.0,HOL,63.0,15.0,62.0,LMSAL,520.0,300.0,230.0,,2011-08-08 18:03:00,2011-08-08 18:16:00,1.0,3284.0,135.0,25.0,SAG,2011-08-08 18:10:00,2011-08-08 20:10:00,6000.0,400.0,Intermittent  Wind  Ahead (W101),,,,,2011-08-08 18:12:00,1343.0,237,281.0,2011-08-08 18:00:00,850.0,20.0,0.0,60.0,2011-08-08 21:47:00,null,null,2011-08-08T18:00:00-CME-001,, ,2011-08-08 18:55:00,,2011-08-08 20:00:00,4.03,,2011-08-08 20:00:00,4.03,2011-08-09 03:55:00,,1.08,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1876,
207,24.0,SubEvent,2011-09-06 01:50:00,2011-09-06 02:50:00,FL-PK,AR,2011-09-06 01:35:00,2011-09-06 01:50:00,2011-09-06 02:05:00,M5.3,5.3e-05,0.054,30.0,15.0,2011-09-06 01:35:00,2011-09-06 01:50:00,2011-09-06 02:05:00,M7.7,7.711894431849942e-05,0.07982596755027771,30.0,15.0,201109060135,1B,11283,220.0,Eai,BG,224.0,15.6,14.0,7.0,LEA,14.7,13.0,7.0,LMSAL,54000.0,,340.0,1.0,2011-09-06 01:46:00,2011-09-06 01:53:00,3.0,2135.0,300.0,50.0,CUL,2011-09-06 02:00:00,2011-09-06 23:40:00,14000.0,200.0,F-H  Wind  Behind (E95),2011-09-06 02:32:00,2011-09-06 04:10:00,1.0,98.0,2011-09-06 02:24:00,782.0,Halo,70.0,,300.0,,,,,,,,, ,2011-09-06 02:50:00,,2011-09-06 14:10:00,2.42,,2011-09-06 14:10:00,2.42,2011-09-07 00:50:00,,11.33,,22.0,New onset,2011-09-06 03:10:00,2011-09-06 03:10:00,2011-09-06 06:50:00,0.45,,,2011-09-06 23:00:00,,,,2011-09-06 02:40:00,2011-09-06 02:40:00,2011-09-06 08:50:00,0.16,,,2011-09-06 18:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,13.0,1880,
