Solar Event Date (UT),SEP Event Onset Date (UT), Solar Event-B (deg),I(B),Solar Event-Earth (deg),I(Earth),Solar Event-A (deg),I(A),GOES X-Ray,Radio TyIII_Imp,Radio TyII Imp,CME dA (deg),CME V (km/s),Flare Xray Start Time Deprecated,Flare Magnitude Deprecated,Flare Class Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Event Source Longitude,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Central Position Angle,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,SEP Reference Start,SEP Reference End,Case,Comments
2014-08-22 10:00:00,2014-08-22 12:00:00,160,,-1,0.0001,-167,,C2.2,1,1,360,600,2014-08-22 10:00:00,2.20E-06,C2.2,2014-08-22 10:11:00,2014-08-22 10:27:00,2014-08-22 10:47:00,C3.1,3.13E-06,0.005473944,36,16,201408000000,15,-1,2014-08-22 11:12:05,600,360,Halo,359,2014-08-22 11:24:00,444,50,10,29,2014-08-22 19:30:00,,,2014-08-22T11:24:00-CME-001,2014-08-22 12:00:00,2014-08-23 12:00:00,,Data gap in I(A)
2014-08-24 12:00:00,2014-08-24 14:00:00,86,0.001,-75,,119,,M5.9,1,0,360,551,2014-08-24 12:00:00,5.90E-05,M5.9,2014-08-24 11:55:00,2014-08-24 12:17:00,2014-08-24 12:25:00,M8.5,8.58E-05,0.059082869,30,22,201408000000,15,-75,2014-08-24 12:36:05,551,360,Halo,100,2014-08-24 12:36:00,500,45,-15,-87,2014-08-24 19:20:00,,,2014-08-24T12:36:00-CME-001,2014-08-24 14:00:00,2014-08-25 14:00:00,,Data gap in I(A)
2014-08-25 14:00:00,2014-08-25 17:00:00,-160,,39,0.01,-127,,M2.0,1,1,360,555,2014-08-25 14:00:00,2.00E-05,M2.0,2014-08-25 14:43:00,2014-08-25 15:10:00,2014-08-25 15:31:00,M2.8,2.87E-05,0.047243994,48,27,201408000000,15,39,2014-08-25 15:36:05,555,360,Halo,270,2014-08-25 15:36:00,500,60,12,74,2014-08-25 22:15:00,,,2014-08-25T15:36:00-CME-001,2014-08-25 17:00:00,2014-08-26 17:00:00,,Data gap in I(A)
2014-08-28 17:00:00,2014-08-28 17:00:00,-5,0.05,-166,0.0007,28,0.6,,1,2,360,766,,,,,,,,,,,,,,-166,2014-08-28 17:24:05,766,360,Halo,77,2014-08-28 17:54:00,1000,45,6,-178,2014-08-28 20:54:00,,,2014-08-28T17:54:00-CME-001,2014-08-28 17:00:00,2014-08-29 17:00:00,,I(A): > 0.6
2014-09-22 06:00:00,2014-09-22 07:00:00,-50,,149,0.03,-19,0.005,,1,1,252,618,,,,,,,,,,,,,,149,2014-09-22 06:12:05,618,252,342,308,2014-09-22 06:24:00,630,40,27,144,2014-09-22 11:50:00,,,2014-09-22T06:24:00-CME-001,2014-09-22 07:00:00,2014-09-23 07:00:00,,
2014-09-24 20:00:00,2014-09-24 22:00:00,-20,1,179,0.003,11,6,,1,2,360,1350,,,,,,,,,,,,,,179,2014-09-24 21:30:06,1350,360,Halo,190,2014-09-24 21:54:00,1400,45,10,-170,2014-09-24 23:00:00,,,2014-09-24T21:54:00-CME-001,2014-09-24 22:00:00,2014-09-25 22:00:00,,I(A): > 6
2014-10-02 04:00:00,2014-10-02 06:00:00,,,-93,0.0005,98,0.005,,1,0,186,875,,,,,,,,,,,,,,-93,2014-10-02 04:24:05,875,186,29,2,2014-10-02 04:24:00,291,42,41,-93,2014-10-02 14:57:00,,,2014-10-02T04:24:00-CME-001,2014-10-02 06:00:00,2014-10-03 06:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2014-10-10 16:00:00,2014-10-10 18:00:00,,,51,0.001,-118,,C3.0,1,0,210,782,2014-10-10 16:00:00,3.00E-06,C3.0,2014-10-10 15:47:00,2014-10-10 16:43:00,2014-10-10 18:18:00,C4.3,4.33E-06,0.028310155,151,56,201410000000,15,51,2014-10-10 16:12:05,782,210,309,236,2014-10-10 16:31:00,800,44,-10,73,2014-10-10 20:58:00,,,2014-10-10T16:31:00-CME-001,2014-10-10 18:00:00,2014-10-11 18:00:00,,CME dA (deg): > 210
2014-10-13 00:00:00,2014-10-13 05:00:00,,,96,0.0002,-73,,,0,0,125,521,,,,,,,,,,,,,,96,2014-10-13 00:12:05,521,125,281,277,2014-10-13 00:00:00,595,26,6,95,2014-10-13 07:54:00,,,2014-10-13T00:00:00-CME-001,2014-10-13 05:00:00,2014-10-14 05:00:00,,
2014-10-14 18:00:00,2014-10-14 21:00:00,,,-88,0.002,103,10,M1.1,1,0,360,848,2014-10-14 18:00:00,1.10E-05,M1.1,2014-10-14 18:08:00,2014-10-14 18:37:00,2014-10-14 18:46:00,M1.5,1.58E-05,0.015610364,38,29,201410000000,15,-88,2014-10-14 18:48:06,848,360,Halo,90,2014-10-14 19:00:00,820,52,-11,-110,2014-10-15 00:05:00,,,2014-10-14T19:00:00-CME-001,2014-10-14 21:00:00,2014-10-15 21:00:00,,
2014-11-02 10:00:00,2014-11-02 10:00:00,,,-110,,80,0.008,,,,168,461,,,,,,,,,,,,,,-110,2014-11-02 10:00:06,461,168,72,61,2014-11-02 10:24:00,548,35,29,-110,2014-11-02 16:34:00,,,2014-11-02T10:24:00-CME-001,2014-11-02 10:00:00,2014-11-03 10:00:00,,Elevated intensity from previous event at Earth; Location inferred from the CME propagation direction in the DONKI database.; CME dA (deg): > 168
2014-11-07 17:00:00,2014-11-08 00:00:00,,,-40,0.0007,150,,X1.6,1,0,293,795,2014-11-07 17:00:00,0.00016,X1.6,2014-11-07 16:53:00,2014-11-07 17:25:00,2014-11-07 17:34:00,X2.3,0.000230108,0.228769749,41,32,201411000000,15,-40,2014-11-07 18:08:34,795,293,33,75,2014-11-07 18:08:00,802,52,45,-37,2014-11-07 22:16:00,LE,SWPC_CAT,2014-11-07T18:08:00-CME-001,2014-11-08 00:00:00,2014-11-09 00:00:00,,
2014-11-11 04:00:00,2014-11-11 05:00:00,,,-95,,95,0.02,,1,0,266,792,,,,,,,,,,,,,,-95,2014-11-11 04:36:05,792,266,34,76,2014-11-11 04:48:00,470,38,43,-95,2014-11-11 12:18:00,,,2014-11-11T04:48:00-CME-001,2014-11-11 05:00:00,2014-11-12 05:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2014-11-25 11:00:00,2014-11-25 15:00:00,,,< 90,,,0.001,,,,194,454,,,,,,,,,,,,,,< 90,2014-11-25 11:24:05,454,194,98,100,,,,,,,,,,2014-11-25 15:00:00,2014-11-26 15:00:00,,Solar Event-Earth (deg): < ?90
2014-12-05 06:00:00,2014-12-05 06:00:00,,,69,0.0007,-102,,C1.8,1,0,172,534,2014-12-05 06:00:00,1.80E-06,C1.8,2014-12-05 05:53:00,2014-12-05 06:07:00,2014-12-05 06:20:00,C2.6,2.63E-06,0.003544885,27,14,201412000000,15,69,2014-12-05 06:24:05,534,172,304,259,2014-12-05 06:24:00,445,44,14,76,2014-12-05 13:50:00,,,2014-12-05T06:24:00-CME-001,2014-12-05 06:00:00,2014-12-06 06:00:00,,
2015-02-08 22:00:00,2015-02-08 22:00:00,,,< 90,,,0.001,,1,,132,315,,,,,,,,,,,,,,< 90,2015-02-08 22:36:06,315,132,100,83,,,,,,,,,,2015-02-08 22:00:00,2015-02-09 22:00:00,,Solar Event-Earth (deg): < ?90
2015-02-09 23:00:00,2015-02-10 01:00:00,,,-68,,118,0.004,M2.4,1,,360,1106,2015-02-09 23:00:00,2.40E-05,M2.4,2015-02-09 22:56:00,2015-02-09 23:35:00,2015-02-10 00:14:00,M3.4,3.50E-05,0.102893896,78,39,201502000000,15,-68,2015-02-09 23:24:05,1106,360,Halo,51,2015-02-09 23:24:00,1040,41,26,-65,2015-02-10 03:03:00,,,2015-02-09T23:24:00-CME-001,2015-02-10 01:00:00,2015-02-11 01:00:00,,
2015-02-21 09:00:00,2015-02-21 11:00:00,,,135,0.01,-39,0.01,,1,2,360,1120,,,,,,,,,,,,,,135,2015-02-21 09:24:07,1120,360,Halo,215,2015-02-21 09:36:00,914,45,-23,135,2015-02-21 14:03:00,,,2015-02-21T09:36:00-CME-001,2015-02-21 11:00:00,2015-02-22 11:00:00,,Location inferred from the CME propagation direction in the DONKI database.; Peak due to ESP.
2015-03-03 15:00:00,2015-03-03 16:00:00,,,-128,,57,0.04,,1,,268,732,,,,,,,,,,,,,,-128,2015-03-03 15:48:05,732,268,140,131,2015-03-03 15:48:00,910,42,-20,-100,2015-03-03 19:45:00,,,2015-03-03T15:48:00-CME-001,2015-03-03 16:00:00,2015-03-04 16:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2015-03-06 07:00:00,2015-03-06 08:00:00,,,-87,,98,1,M1.5,0,2,275,880,2015-03-06 07:00:00,1.50E-05,M1.5,2015-03-06 07:00:00,,,M2.1,2.14E-05,,,,,,-87,2015-03-06 07:12:05,880,275,83,92,2015-03-06 07:12:00,622,47,-11,-90,2015-03-06 12:30:00,,,2015-03-06T07:12:00-CME-001,2015-03-06 08:00:00,2015-03-07 08:00:00,,
2015-03-24 08:00:00,2015-03-24 10:00:00,,,100,0.006,,,,1,2,360,1794,,,,,,,,,,,,,,100,2015-03-24 08:24:05,1794,360,Halo,255,2015-03-24 08:36:00,1450,50,-3,100,2015-03-24 10:40:00,,,2015-03-24T08:36:00-CME-001,2015-03-24 10:00:00,2015-03-25 10:00:00,,Data gap in I(A); Location inferred from the CME propagation direction in the DONKI database.
2015-04-12 23:00:00,2015-04-13 00:00:00,,,60,0.0006,,,C6.4,1,0,175,678,2015-04-12 23:00:00,6.40E-06,C6.4,2015-04-12 23:19:00,2015-04-12 23:28:00,2015-04-12 23:36:00,C9.1,9.16E-06,0.005405719,17,9,201504000000,15,60,2015-04-12 23:48:05,678,175,296,285,2015-04-13 00:00:00,556,42,-1,61,2015-04-13 05:45:00,,,2015-04-13T00:00:00-CME-001,2015-04-13 00:00:00,2015-04-14 00:00:00,,Data gap in I(A)
2015-04-14 02:00:00,2015-04-14 04:00:00,,,-150,0.001,,,,1,0,360,1198,,,,,,,,,,,,,,-150,2015-04-14 02:36:05,1198,360,Halo,24,2015-04-14 02:48:00,1075,47,55,-150,2015-04-14 05:43:00,,,2015-04-14T02:48:00-CME-001,2015-04-14 04:00:00,2015-04-15 04:00:00,,Data gap in I(A); Location inferred from the CME propagation direction in the DONKI database.
2015-04-21 10:00:00,2015-04-21 19:00:00,,,-80,0.006,,,M2.2,1,0,191,2039,2015-04-21 10:00:00,2.20E-05,M2.2,2015-04-21 10:15:00,2015-04-21 10:40:00,2015-04-21 10:59:00,M3.1,3.16E-05,0.054731134,44,25,201504000000,15,-80,2015-04-21 10:36:05,2039,191,21,44,2015-04-21 10:36:00,1800,40,44,-90,2015-04-21 12:22:00,,,2015-04-21T10:36:00-CME-001,2015-04-21 19:00:00,2015-04-22 19:00:00,,Data gap in I(A)
2015-04-23 09:00:00,2015-04-23 12:00:00,,,80,0.003,,,M1.1,1,0,360,857,2015-04-23 09:00:00,1.10E-05,M1.1,2015-04-23 09:12:00,2015-04-23 10:07:00,2015-04-23 11:12:00,M1.6,1.62E-05,0.084114879,120,55,201504000000,15,80,2015-04-23 09:36:05,857,360,Halo,291,2015-04-23 09:36:00,627,50,20,80,2015-04-23 14:26:00,,,2015-04-23T09:36:00-CME-001,2015-04-23 12:00:00,2015-04-24 12:00:00,,Data gap in I(A)
2015-04-26 03:00:00,2015-04-26 03:00:00,,,165,0.002,,,,1,1,360,820,,,,,,,,,,,,,,165,2015-04-26 03:24:05,820,360,Halo,301,,,,,,,,,,2015-04-26 03:00:00,2015-04-27 03:00:00,,Data gap in I(A); Location inferred from the CME propagation direction in the DONKI database.
2015-05-05 22:00:00,2015-05-06 04:00:00,,,-79,0.0004,,,X2.7,1,2,360,715,2015-05-05 22:00:00,0.00027,X2.7,2015-05-05 22:07:00,2015-05-05 22:11:00,2015-05-05 22:15:00,X3.9,0.000392532,0.141877204,8,4,201505000000,15,-79,2015-05-05 22:24:05,715,360,Halo,41,2015-05-05 22:24:00,725,35,42,-65,2015-05-06 02:15:00,,,2015-05-05T22:24:00-CME-001,2015-05-06 04:00:00,2015-05-07 04:00:00,,Data gap in I(A)
2015-06-14 03:00:00,2015-06-14 06:00:00,,,48,0.0002,,,C5.9,1,1,195,1228,2015-06-14 03:00:00,5.90E-06,C5.9,2015-06-14 03:51:00,2015-06-14 04:17:00,2015-06-14 04:43:00,C8.4,8.49E-06,0.018599251,52,26,201506000000,15,48,2015-06-14 04:12:06,1228,195,199,222,2015-06-14 04:24:00,701,36,-23,40,2015-06-14 08:47:00,,,2015-06-14T04:24:00-CME-001,2015-06-14 06:00:00,2015-06-15 06:00:00,,Data gap in I(A)
2015-07-19 09:00:00,2015-07-19 11:00:00,,,62,0.0005,-123,,C2.1,1,0,194,782,2015-07-19 09:00:00,2.10E-06,C2.1,2015-07-19 09:19:00,2015-07-19 10:40:00,,C3.0,3.04E-06,,,81,201507000000,15,62,2015-07-19 09:48:04,782,194,246,241,2015-07-19 09:48:00,763,38,-19,51,2015-07-19 14:30:00,,,2015-07-19T09:48:00-CME-001,2015-07-19 11:00:00,2015-07-20 11:00:00,,
2015-08-16 08:00:00,2015-08-16 09:00:00,,,-133,,40,0.0005,,1,0,114,544,,,,,,,,,,,,,,-133,2015-08-16 09:12:07,544,114,55,51,2015-08-16 09:12:00,317,41,12,-105,2015-08-16 20:40:00,,,2015-08-16T09:12:00-CME-001,2015-08-16 09:00:00,2015-08-17 09:00:00,,
2015-09-30 10:00:00,2015-09-30 17:00:00,,,59,0.001,,,M1.3,0,0,,,2015-09-30 10:00:00,1.30E-05,M1.3,2015-09-30 10:00:00,,,M1.5,1.80E-05,,,,,,59,,,,,,,,,,,,,,,2015-09-30 17:00:00,2015-10-01 17:00:00,,Data gap in I(A); Solar Event-Earth (deg): 59?; GOES X-Ray: M1.3?; CME dA (deg): ?; CME V (km/s): ?(2+ CMEs); Appears to be a data gap in X-rays and source flare not in NOAA NCEI flsum data.
2015-10-12 16:00:00,2015-10-12 17:00:00,,,-149,,20,0.002,,1,0,83,365,,,,,,,,,,,,,,-149,2015-10-12 17:12:04,365,83,113,122,2015-10-12 17:24:00,150,18,-20,85,2015-10-14 01:30:00,,,2015-10-12T17:24:00-CME-001,2015-10-12 17:00:00,2015-10-13 17:00:00,,
2015-10-22 02:00:00,2015-10-22 05:00:00,,,34,0.0005,,,C4.4,1,0,360,817,2015-10-22 02:00:00,4.40E-06,C4.4,2015-10-22 02:00:00,,,C6.2,6.29E-06,,,,,,34,2015-10-22 03:12:07,817,360,Halo,206,2015-10-22 03:12:00,861,43,-13,37,2015-10-22 07:09:00,,,2015-10-22T03:12:00-CME-001,2015-10-22 05:00:00,2015-10-23 05:00:00,,Data gap in I(A)
2015-10-25 04:00:00,2015-10-25 07:00:00,,,-139,,30,0.0006,,1,0,77,326,,,,,,,,,,,,,,-139,2015-10-25 04:12:04,326,77,91,82,2015-10-25 04:36:00,446,28,-6,-133,2015-10-25 12:31:00,,,2015-10-25T04:36:00-CME-001,2015-10-25 07:00:00,2015-10-26 07:00:00,,
2015-10-30 16:00:00,2015-10-31 02:00:00,,,-54,,114,0.003,C5.2,1,,131,609,2015-10-30 16:00:00,5.20E-06,C5.2,2015-10-30 15:31:00,2015-10-30 15:37:00,2015-10-30 15:41:00,C8.7,8.72E-06,0.005284366,10,6,201510000000,15,-54,2015-10-30 17:00:05,609,131,103,101,2015-10-30 17:00:00,655,28,-4,-51,2015-10-30 23:15:00,,,2015-10-30T17:00:00-CME-001,2015-10-31 02:00:00,2015-11-01 02:00:00,,Elevated intensity from previous event at Earth
2015-11-04 13:00:00,2015-11-04 14:00:00,,,2,0.002,170,,M3.7,1,2,360,578,2015-11-04 13:00:00,3.70E-05,M3.7,2015-11-04 13:19:00,2015-11-04 13:52:00,2015-11-04 14:13:00,M5.3,5.34E-05,0.087811261,54,33,201511000000,15,2,2015-11-04 14:48:04,578,360,Halo,288,2015-11-04 14:24:00,780,50,-6,18,2015-11-04 19:30:00,,,2015-11-04T14:24:00-CME-001,2015-11-04 14:00:00,2015-11-05 14:00:00,,
2015-12-07 14:00:00,2015-12-07 15:00:00,,,-117,,50,0.03,B3.4,1,0,176,707,2015-12-07 14:00:00,3.40E-07,B3.4,2015-12-07 14:34:00,2015-12-07 14:41:00,2015-12-07 14:49:00,B4.3,4.34E-07,0.000364667,15,7,201512000000,15,-117,2015-12-07 15:12:09,707,176,83,93,2015-12-07 15:24:00,802,38,-3,-119,2015-12-07 19:25:00,,,2015-12-07T15:24:00-CME-001,2015-12-07 15:00:00,2015-12-08 15:00:00,,CME dA (deg): > 176
2015-12-19 12:00:00,2015-12-19 16:00:00,,,-106,,60,0.0002,C1.7,1,0,158,797,2015-12-19 12:00:00,1.70E-06,C1.7,2015-12-19 12:56:00,2015-12-19 13:26:00,2015-12-19 13:51:00,C2.3,2.39E-06,0.006015598,55,30,201512000000,15,-106,2015-12-19 13:25:47,797,158,58,59,2015-12-19 13:25:00,903,33,23,-102,2015-12-19 17:17:00,,,2015-12-19T13:25:00-CME-001,2015-12-19 16:00:00,2015-12-20 16:00:00,,
2015-12-21 00:00:00,2015-12-21 01:00:00,,,-81,,85,0.001,M2.8,1,0,71,389,2015-12-21 00:00:00,2.80E-05,M2.8,2015-12-21 00:44:00,2015-12-21 01:03:00,2015-12-21 01:11:00,M4.0,4.07E-05,0.030851869,27,19,201512000000,15,-81,2015-12-21 01:26:51,389,71,110,116,2015-12-21 01:24:00,416,21,-17,-82,2015-12-21 09:15:00,,,2015-12-21T01:24:00-CME-001,2015-12-21 01:00:00,2015-12-22 01:00:00,,
2016-01-06 14:00:00,2016-01-07 12:00:00,,,138,,-56,0.0006,,1,0,360,969,,,,,,,,,,,,,,138,2016-01-06 14:00:04,969,360,Halo,252,2016-01-06 14:24:00,940,45,-7,138,2016-01-06 17:59:00,,,2016-01-06T14:24:00-CME-001,2016-01-07 12:00:00,2016-01-08 12:00:00,,
2016-02-11 21:00:00,2016-02-12 00:00:00,,,11,0.0004,175,,C8.9,1,0,360,719,2016-02-11 21:00:00,8.90E-06,C8.9,2016-02-11 20:14:00,2016-02-11 21:03:00,2016-02-11 21:28:00,M1.2,1.28E-05,0.033159543,74,49,201602000000,15,11,2016-02-11 21:17:32,719,360,Halo,260,,,,,,,,,,2016-02-12 00:00:00,2016-02-13 00:00:00,,
2016-02-15 14:00:00,2016-02-15 16:00:00,,,-144,,20,0.001,,1,0,90,383,,,,,,,,,,,,,,-144,2016-02-15 15:24:05,383,90,104,82,,,,,,,,,,2016-02-15 16:00:00,2016-02-16 16:00:00,,Solar Event-Earth (deg): -144?; Solar Event-A (deg): 20?
2016-03-16 06:00:00,2016-03-16 07:00:00,,,88,0.008,-109,,C2.2,1,0,154,592,2016-03-16 06:00:00,2.20E-06,C2.2,2016-03-16 06:31:00,2016-03-16 06:46:00,2016-03-16 06:57:00,C3.1,3.17E-06,0.003232701,26,15,201603000000,15,88,2016-03-16 07:00:04,592,154,285,265,2016-03-16 07:00:00,670,44,1,90,2016-03-16 12:23:00,,,2016-03-16T07:00:00-CME-001,2016-03-16 07:00:00,2016-03-17 07:00:00,,
2016-04-18 00:00:00,2016-04-18 01:00:00,,,62,0.003,-137,,M6.7,1,0,162,1084,2016-04-18 00:00:00,6.70E-05,M6.7,2016-04-18 00:14:00,2016-04-18 00:29:00,2016-04-18 00:39:00,M9.6,9.63E-05,0.07311365,25,15,201604000000,15,62,2016-04-18 00:48:04,1084,162,275,291,2016-04-18 00:36:00,689,37,9,58,2016-04-18 04:49:00,,,2016-04-18T00:36:00-CME-001,2016-04-18 01:00:00,2016-04-19 01:00:00,,
2016-05-02 08:00:00,2016-05-02 15:00:00,,,-33,0.0003,126,,C3.5,1,0,61,262,2016-05-02 08:00:00,3.50E-06,C3.5,2016-05-02 08:31:00,2016-05-02 08:42:00,2016-05-02 08:47:00,C5.0,5.08E-06,0.002896102,16,11,201605000000,15,-33,2016-05-02 09:12:09,262,61,60,51,2016-05-02 09:12:00,386,36,3,-37,2016-05-02 18:15:00,,,2016-05-02T09:12:00-CME-001,2016-05-02 15:00:00,2016-05-03 15:00:00,,
2016-07-23 05:00:00,2016-07-23 05:00:00,,,73,0.001,-134,,M7.6,1,0,117,835,2016-07-23 05:00:00,7.60E-05,M7.6,2016-07-23 04:58:00,2016-07-23 05:16:00,2016-07-23 05:24:00,X1.0,0.000109478,0.069304474,26,18,201607000000,15,73,2016-07-23 05:24:05,835,117,283,271,2016-07-23 05:24:00,740,40,15,70,2016-07-23 10:07:00,,,2016-07-23T05:24:00-CME-001,2016-07-23 05:00:00,2016-07-24 05:00:00,,
2016-09-14 23:00:00,2016-09-15 01:00:00,,,-122,,27,0.004,,1,0,156,742,,,,,,,,,,,,,,-122,2016-09-14 23:36:05,742,156,102,88,2016-09-14 23:36:00,722,43,-18,-122,2016-09-15 04:24:00,,,2016-09-14T23:36:00-CME-001,2016-09-15 01:00:00,2016-09-16 01:00:00,,CME dA (deg): > 156
2016-10-25 18:00:00,2016-10-25 21:00:00,,,-147,,0,0.0003,,1,0,162,470,,,,,,,,,,,,,,-147,2016-10-25 18:48:07,470,162,42,61,2016-10-25 19:12:00,560,42,10,-145,2016-10-26 01:10:00,,,2016-10-25T19:12:00-CME-001,2016-10-25 21:00:00,2016-10-26 21:00:00,,
2017-01-12 16:00:00,2017-01-12 18:00:00,,,-85,,59,0.001,C3.8,1,0,98,493,2017-01-12 16:00:00,3.80E-06,C3.8,2017-01-12 15:49:00,2017-01-12 16:18:00,2017-01-12 16:41:00,C5.5,5.52E-06,0.009897941,52,29,201701000000,15,-85,2017-01-12 16:24:05,493,98,108,78,2017-01-12 16:24:00,580,36,1,-90,2017-01-12 22:42:00,,,2017-01-12T16:24:00-CME-001,2017-01-12 18:00:00,2017-01-13 18:00:00,,
2017-04-01 21:00:00,2017-04-01 22:00:00,,,54,0.0002,-165,,M4.4,1,0,115,516,2017-04-01 21:00:00,4.40E-05,M4.4,2017-04-01 21:00:00,,,M4.4,4.40E-05,,,,,,54,2017-04-01 22:12:05,516,115,308,309,2017-04-01 22:12:00,609,21,20,54,2017-04-02 03:14:00,,,2017-04-01T22:12:00-CME-001,2017-04-01 22:00:00,2017-04-02 22:00:00,,
2017-04-18 19:00:00,2017-04-18 20:00:00,,,-84,0.0007,55,0.2,C5.5,1,0,360,926,2017-04-18 19:00:00,5.50E-06,C5.5,2017-04-18 19:00:00,,,C5.5,5.50E-06,,,,,,-84,2017-04-18 19:48:05,926,360,Halo,67,2017-04-18 19:48:00,934,50,21,-76,2017-04-18 23:42:00,,,2017-04-18T19:48:00-CME-001,2017-04-18 20:00:00,2017-04-19 20:00:00,,
2017-07-23 04:00:00,2017-07-23 07:00:00,,,148,0.01,-80,10,,1,2,360,1848,,,,,,,,,,,,,,148,2017-07-23 04:48:05,1848,360,Halo,134,2017-07-23 04:39:00,2271,46,-4,170,2017-07-23 06:26:00,,,2017-07-23T04:39:00-CME-001,2017-07-23 07:00:00,2017-07-24 07:00:00,,
2017-09-02 15:00:00,2017-09-02 16:00:00,,,90,0.001,-141,,C7.7,1,0,94,705,2017-09-02 15:00:00,7.70E-06,C7.7,2017-09-02 15:00:00,,,C7.7,7.70E-06,,,,,,90,2017-09-02 15:48:05,705,94,269,276,2017-09-02 16:00:00,625,32,3,90,2017-09-02 21:28:00,,,2017-09-02T16:00:00-CME-001,2017-09-02 16:00:00,2017-09-03 16:00:00,,
2017-09-17 11:00:00,2017-09-17 13:00:00,,,-169,,-41,0.3,,1,2,360,1385,,,,,,,,,,,,,,-169,2017-09-17 12:00:06,1385,360,Halo,72,2017-09-17 12:09:00,1404,49,-3,-163,2017-09-17 14:27:00,,,2017-09-17T12:09:00-CME-001,2017-09-17 13:00:00,2017-09-18 13:00:00,,Elevated intensity from previous event at Earth
2017-10-11 14:00:00,2017-10-11 15:00:00,,,139,0.0004,-95,,,1,0,109,741,,,,,,,,,,,,,,139,2017-10-11 15:12:09,741,109,285,299,2017-10-11 15:09:00,557,29,22,139,2017-10-11 20:56:00,,SWPC_CAT,2017-10-11T15:09:00-CME-001,2017-10-11 15:00:00,2017-10-12 15:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2017-10-18 05:00:00,2017-10-18 06:00:00,,,-126,,0,0.01,,1,2,360,1576,,,,,,,,,,,,,,-126,2017-10-18 05:48:05,1576,360,Halo,137,2017-10-18 05:48:00,1439,33,-38,-122,2017-10-18 08:04:00,,SWPC_CAT,2017-10-18T05:48:00-CME-001,2017-10-18 06:00:00,2017-10-19 06:00:00,,
2018-01-22 03:00:00,2018-01-22 04:00:00,,,58,0.002,179,,B9.5,1,0,116,462,2018-01-22 03:00:00,9.50E-07,B9.5,2018-01-22 03:00:00,,,B9.5,9.50E-07,,,,,,58,2018-01-22 03:12:08,462,116,275,262,2018-01-22 03:12:00,560,31,-18,66,2018-01-22 09:28:00,LE,SWPC_CAT,2018-01-22T03:12:00-CME-001,2018-01-22 04:00:00,2018-01-23 04:00:00,,
2018-02-12 01:00:00,2018-02-12 04:00:00,,,14,0.0007,135,,C1.5,1,0,360,661,2018-02-12 01:00:00,1.50E-06,C1.5,2018-02-12 01:00:00,,,C1.5,1.50E-06,,,,,,14,2018-02-12 01:25:18,661,360,Halo,247,2018-02-12 01:25:00,554,49,-7,22,2018-02-12 07:21:00,,SWPC_CAT,2018-02-12T01:25:00-CME-001,2018-02-12 04:00:00,2018-02-13 04:00:00,,
2018-05-03 16:00:00,2018-05-03 19:00:00,,,-136,,-20,0.0004,,1,0,302,533,,,,,,,,,,,,,,-136,2018-05-03 17:00:05,533,302,129,101,2018-05-03 17:24:00,635,33,1,-155,2018-05-03 22:30:00,,SWPC_CAT,2018-05-03T17:24:00-CME-001,2018-05-03 19:00:00,2018-05-04 19:00:00,,
2019-04-21 04:00:00,2019-04-21 05:00:00,,,117,0.0004,-147,,,1,0,93,463,,,,,,,,,,,,,,117,2019-04-21 05:00:05,463,93,274,276,2019-04-21 05:00:00,367,27,11,117,2019-04-21 13:19:00,,SWPC_CAT,2019-04-21T05:00:00-CME-001,2019-04-21 05:00:00,2019-04-22 05:00:00,,Location inferred from the CME propagation direction in the DONKI database.
2019-05-03 23:00:00,2019-05-04 01:00:00,,,-88,,7,0.001,C1.0,1,1,113,692,2019-05-03 23:00:00,1.00E-06,C1.0,2019-05-03 23:00:00,,,B10.0,1.00E-06,,,,,,-88,2019-05-03 23:24:05,692,113,90,68,2019-05-03 23:36:00,776,31,12,-75,2019-05-04 04:33:00,,SWPC_CAT,2019-05-03T23:36:00-CME-001,2019-05-04 01:00:00,2019-05-05 01:00:00,,
2020-10-16 12:00:00,2020-10-16 13:00:00,,,86,0.0004,146,,C1.5,1,0,55,271,2020-10-16 12:00:00,1.50E-06,C1.5,2020-10-16 12:46:00,2020-10-16 12:57:00,2020-10-16 13:02:00,C1.5,1.54E-06,0.00072809,16,11,202010000000,16,86,2020-10-16 13:25:21,271,55,275,265,2020-10-16 13:36:00,236,11,1,97,2020-10-17 01:37:00,,SWPC_CAT,2020-10-16T13:36:00-CME-001,2020-10-16 13:00:00,2020-10-17 13:00:00,,
