Solar Event Date (UT),SEP Event Onset Date (UT), Solar Event-B (deg),I(B),Solar Event-Earth (deg),I(Earth),Solar Event-A (deg),I(A),GOES X-Ray,Radio TyIII_Imp,Radio TyII Imp,CME dA (deg),CME V (km/s),Flare Xray Start Time Deprecated,Flare Magnitude Deprecated,Flare Class Deprecated,Flare Xray Start Time,Flare Xray Peak Time,Flare Xray End Time,Flare Class,Flare Magnitude,Flare Integrated Flux,Flare Duration,Flare Time To Peak,Flare Catalog ID,GOES Xray Satellite,Event Source Longitude,CDAW CME First Look Time,CDAW CME Speed,CDAW CME Width,CDAW CME Central Position Angle,CDAW CME Mean Position Angle,DONKI CME Start Time,DONKI CME Speed,DONKI CME Half Width,DONKI CME Lat,DONKI CME Lon,DONKI CME Time at 21.5,DONKI CME Feature,DONKI CME Measurement Technique,DONKI CME Catalog ID,SEP Reference Start,SEP Reference End,Case,Comments
2013-07-01 20:00:00,2013-07-01 20:00:00,50,0.015,-90,,130,0.004,,1,0,208,819,,,,,,,,,,,,,,-90,2013-07-01 20:24:05,819,208,123,90,2013-07-01 21:09:00,915,63,11,-85,2013-07-02 01:25:00,,,2013-07-01T21:09:00-CME-001,2013-07-01 20:00:00,2013-07-02 20:00:00,,
2013-07-03 07:00:00,2013-07-03 07:00:00,58,0.002,-82,,137,,M1.5,1,0,267,807,2013-07-03 07:00:00,1.50E-05,M1.5,2013-07-03 06:55:00,2013-07-03 07:08:00,2013-07-03 07:18:00,M2.1,2.19E-05,0.014353269,23,13,201307000000,15,-82,2013-07-03 07:24:05,807,267,137,105,2013-07-03 07:54:00,700,45,-10,-80,2013-07-03 11:45:00,,,2013-07-03T07:54:00-CME-001,2013-07-03 07:00:00,2013-07-04 07:00:00,,
2013-07-22 06:00:00,2013-07-22 06:00:00,-50,0.001,172,0.001,29,0.04,,1,0,360,1004,,,,,,,,,,,,,,172,2013-07-22 06:24:05,1004,360,Halo,285,2013-07-22 06:24:00,1000,70,30,157,2013-07-22 09:55:00,,,2013-07-22T06:24:00-CME-001,2013-07-22 06:00:00,2013-07-23 06:00:00,,
2013-08-17 19:00:00,2013-08-17 19:00:00,168,,30,0.002,-114,,M3.3,1,2,360,1202,2013-08-17 19:00:00,3.30E-05,M3.3,2013-08-17 18:11:00,2013-08-17 18:23:00,2013-08-17 18:35:00,M4.7,4.76E-05,0.032482348,24,12,201308000000,15,30,2013-08-17 19:12:06,1202,360,Halo,274,2013-08-17 19:24:00,1081,41,-15,73,2013-08-17 22:46:00,,,2013-08-17T19:24:00-CME-001,2013-08-17 19:00:00,2013-08-18 19:00:00,,
2013-08-19 23:00:00,2013-08-20 00:00:00,-48,0.4,174,0.01,30,3,,1,0,360,877,,,,,,,,,,,,,,174,2013-08-19 23:12:11,877,360,Halo,282,2013-08-19 23:12:00,1200,45,17,180,2013-08-20 02:00:00,,,2013-08-19T23:12:00-CME-001,2013-08-20 00:00:00,2013-08-21 00:00:00,,
2013-08-30 02:00:00,2013-08-30 02:00:00,95,0.03,-43,0.0003,172,,C8.2,1,2,360,949,2013-08-30 02:00:00,8.20E-06,C8.2,2013-08-30 01:54:00,2013-08-30 02:46:00,2013-08-30 04:10:00,M1.1,1.19E-05,0.065299176,136,52,201308000000,15,-43,2013-08-30 02:48:05,949,360,Halo,55,2013-08-30 02:48:00,878,52,19,-49,2013-08-30 06:21:00,,,2013-08-30T02:48:00-CME-001,2013-08-30 02:00:00,2013-08-31 02:00:00,,
2013-09-24 19:00:00,2013-09-25 00:00:00,79,0.0002,-60,0.0001,153,,,1,0,360,919,,,,,,,,,,,,,,-60,2013-09-24 20:36:05,919,360,Halo,43,2013-09-24 21:09:00,900,32,44,-75,2013-09-25 00:40:00,,,2013-09-24T21:09:00-CME-001,2013-09-25 00:00:00,2013-09-26 00:00:00,,
2013-10-05 08:00:00,2013-10-05 08:00:00,16,0.02,-123,,90,0.5,,1,2,360,964,,,,,,,,,,,,,,-123,2013-10-05 07:09:51,964,360,Halo,110,,,,,,,,,,2013-10-05 08:00:00,2013-10-06 08:00:00,,
2013-10-11 07:00:00,2013-10-11 07:00:00,44,0.3,-96,0.002,117,5,M1.5,1,2,360,1200,2013-10-11 07:00:00,1.50E-05,M1.5,2013-10-11 06:57:00,2013-10-11 07:24:00,2013-10-11 07:45:00,M2.2,2.22E-05,0.036570773,48,27,201310000000,15,-96,2013-10-11 07:24:10,1200,360,Halo,92,2013-10-11 07:24:00,780,42,-1,-106,2013-10-11 11:50:00,,,2013-10-11T07:24:00-CME-001,2013-10-11 07:00:00,2013-10-12 07:00:00,,
2013-10-22 21:00:00,2013-10-22 22:00:00,141,0.002,0,0.01,-148,,M4.2,1,2,360,459,2013-10-22 21:00:00,4.20E-05,M4.2,2013-10-22 21:11:00,2013-10-22 21:20:00,2013-10-22 21:22:00,M6.0,6.08E-05,0.013061976,11,9,201310000000,15,0,2013-10-22 21:48:06,459,360,Halo,190,2013-10-22 22:00:00,650,55,-20,10,2013-10-23 04:43:00,,,2013-10-22T22:00:00-CME-001,2013-10-22 22:00:00,2013-10-23 22:00:00,,
2013-10-25 08:00:00,2013-10-25 08:00:00,69,0.3,-73,0.001,139,,X1.7,1,0,360,587,2013-10-25 08:00:00,0.00017,X1.7,2013-10-25 07:53:00,2013-10-25 08:01:00,2013-10-25 08:09:00,X2.4,0.000249362,0.136773452,16,8,201310000000,15,-73,2013-10-25 08:12:05,587,360,Halo,109,2013-10-25 08:24:00,477,47,-2,-67,2013-10-25 16:06:00,,,2013-10-25T08:24:00-CME-001,2013-10-25 08:00:00,2013-10-25 15:00:00,,
2013-10-25 14:00:00,2013-10-25 15:00:00,74,1,-68,0.008,144,0.002,X2.1,1,2,360,1081,2013-10-25 14:00:00,0.00021,X2.1,2013-10-25 14:51:00,2013-10-25 15:03:00,2013-10-25 15:12:00,X3.0,0.000305493,0.241478592,21,12,201310000000,15,-68,2013-10-25 15:12:09,1081,360,Halo,68,2013-10-25 15:12:00,980,40,15,-63,2013-10-25 18:45:00,,,2013-10-25T15:12:00-CME-001,2013-10-25 15:00:00,2013-10-26 15:00:00,,
2013-11-04 05:00:00,2013-11-04 06:00:00,-49,,168,,20,1.2,,1,2,360,1040,,,,,,,,,,,,,,168,2013-11-04 05:12:05,1040,360,Halo,67,2013-11-04 05:09:00,1600,70,-10,170,2013-11-04 07:30:00,,,2013-11-04T05:09:00-CME-001,2013-11-04 06:00:00,2013-11-05 06:00:00,,"Elevated intensity from previous event at STEREO-B, Earth"
2013-11-07 10:00:00,2013-11-07 10:00:00,0,12,-143,,68,1.3,,1,2,360,1405,,,,,,,,,,,,,,-143,2013-11-07 10:36:05,1405,360,Halo,89,2013-11-07 10:39:00,2100,92,-13,-135,2013-11-07 12:12:00,,,2013-11-07T10:39:00-CME-001,2013-11-07 10:00:00,2013-11-08 10:00:00,,Elevated intensity from previous event at Earth
2013-11-26 15:00:00,2013-11-26 15:00:00,-44,,169,,20,0.0006,,1,0,,,,,,,,,,,,,,,,169,,,,,,,,,,,,,,,2013-11-26 15:00:00,2013-11-27 15:00:00,,CME was observed only by the STEREO A/B COR1 coronagraph.
2013-11-30 05:00:00,2013-11-30 06:00:00,-63,,150,0.0009,0,0.0005,,1,0,98,371,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,2013-11-30 06:00:00,2013-11-30 15:00:00,,
2013-11-30 14:00:00,2013-11-30 15:00:00,0,0.0002,-146,,63,,,0,0,251,723,,,,,,,,,,,,,,-146,2013-11-30 14:12:05,723,251,134,108,,,,,,,,,,2013-11-30 15:00:00,2013-12-01 15:00:00,,"Elevated intensity from previous event at Earth, STEREO-A"
2013-12-05 10:00:00,2013-12-05 14:00:00,40,0.003,-108,,102,0.001,,0,1,148,549,,,,,,,,,,,,,,-108,2013-12-05 10:24:05,549,148,133,136,2013-12-05 10:39:00,536,58,-38,-100,2013-12-05 17:03:00,,,2013-12-05T10:39:00-CME-001,2013-12-05 14:00:00,2013-12-06 14:00:00,,Elevated intensity from previous event at Earth
2013-12-07 07:00:00,2013-12-07 09:00:00,-164,,49,0.0004,-100,,M1.2,1,1,360,1085,2013-12-07 07:00:00,1.20E-05,M1.2,2013-12-07 07:12:00,2013-12-07 07:29:00,2013-12-07 07:50:00,M1.8,1.82E-05,0.026967328,38,17,201312000000,15,49,2013-12-07 07:36:05,1085,360,Halo,274,2013-12-07 07:39:00,750,40,-40,60,2013-12-07 12:15:00,,,2013-12-07T07:39:00-CME-001,2013-12-07 09:00:00,2013-12-08 09:00:00,,
2013-12-09 19:00:00,2013-12-09 23:00:00,78,0.0005,-70,,139,0.0003,C1.9,0,0,146,702,2013-12-09 19:00:00,1.90E-06,C1.9,2013-12-09 19:00:00,,,C2.7,2.71E-06,,,,,,-70,2013-12-09 19:36:05,702,146,67,53,,,,,,,,,,2013-12-09 23:00:00,2013-12-10 23:00:00,,
2013-12-12 03:00:00,2013-12-12 04:00:00,-165,,46,0.001,-104,,C4.6,1,2,276,1002,2013-12-12 03:00:00,4.60E-06,C4.6,2013-12-12 03:03:00,2013-12-12 03:36:00,2013-12-12 04:00:00,C6.6,6.64E-06,0.015946109,57,33,201312000000,15,46,2013-12-12 03:36:05,1002,276,214,236,2013-12-12 03:54:00,1060,40,-31,51,2013-12-12 06:43:00,,,2013-12-12T03:54:00-CME-001,2013-12-12 04:00:00,2013-12-13 04:00:00,,
2013-12-13 20:00:00,2013-12-13 20:00:00,0,,-149,,61,0.001,,1,0,360,518,,,,,,,,,,,,,,-149,2013-12-13 21:24:05,518,360,Halo,169,2013-12-13 21:36:00,756,41,-30,-168,2013-12-14 02:03:00,,,2013-12-13T21:36:00-CME-001,2013-12-13 20:00:00,2013-12-14 02:00:00,,
2013-12-14 02:00:00,2013-12-14 02:00:00,3,,-146,,64,0.006,,1,0,92,512,,,,,,,,,,,,,,-146,2013-12-14 01:48:06,512,92,87,111,2013-12-14 02:12:00,533,34,-34,-32,2013-12-14 06:52:00,,,2013-12-14T02:12:00-CME-001,2013-12-14 02:00:00,2013-12-14 06:00:00,,
2013-12-14 06:00:00,2013-12-14 06:00:00,5,,-144,0.002,66,0.02,,1,0,121,611,,,,,,,,,,,,,,-144,2013-12-14 06:36:05,611,121,116,112,2013-12-14 06:48:00,600,25,-23,-80,2013-12-14 10:42:00,,,2013-12-14T06:48:00-CME-001,2013-12-14 06:00:00,2013-12-15 06:00:00,,
2013-12-16 21:00:00,2013-12-16 22:00:00,-101,,110,0.0002,-40,,C3.1,1,0,240,779,2013-12-16 21:00:00,3.10E-06,C3.1,2013-12-16 20:47:00,2013-12-16 21:34:00,2013-12-16 22:10:00,C4.3,4.39E-06,0.017531123,83,47,201312000000,15,110,2013-12-16 21:38:14,779,240,267,264,2013-12-16 21:27:00,780,39,-22,86,2013-12-17 02:03:00,,,2013-12-16T21:27:00-CME-001,2013-12-16 22:00:00,2013-12-17 22:00:00,,
2014-01-04 18:00:00,2014-01-04 21:00:00,113,,-40,0.002,169,,M4.0,1,2,360,977,2014-01-04 18:00:00,4.00E-05,M4.0,2014-01-04 18:59:00,2014-01-04 19:46:00,2014-01-04 20:24:00,M5.8,5.81E-05,0.208041847,85,47,201401000000,15,-40,,,,,,,,,,,,,,,2014-01-04 21:00:00,2014-01-05 21:00:00,,
2014-01-20 14:00:00,2014-01-20 17:00:00,-20,,-176,,33,0.002,,1,0,360,675,,,,,,,,,,,,,,-176,2014-01-20 15:24:05,675,360,Halo,165,2014-01-20 15:36:00,764,40,10,-170,2014-01-20 20:30:00,,,2014-01-20T15:36:00-CME-001,2014-01-20 17:00:00,2014-01-21 06:00:00,,
2014-01-21 05:00:00,2014-01-21 06:00:00,-94,,111,0.0005,-40,,,1,0,125,496,,,,,,,,,,,,,,111,2014-01-21 06:00:05,496,125,254,268,2014-01-21 06:25:00,540,32,-5,99,2014-01-21 11:59:00,,,2014-01-21T06:25:00-CME-001,2014-01-21 06:00:00,2014-01-21 11:00:00,,
2014-01-21 10:00:00,2014-01-21 11:00:00,-91,,114,0.002,-37,,,1,0,157,554,,,,,,,,,,,,,,114,2014-01-21 10:48:05,554,157,240,259,2014-01-21 10:55:00,680,37,-9,107,2014-01-21 15:04:00,,,2014-01-21T10:55:00-CME-001,2014-01-21 11:00:00,2014-01-21 19:00:00,,
2014-01-21 18:00:00,2014-01-21 19:00:00,-85,,120,0.001,-31,,,1,0,113,1035,,,,,,,,,,,,,,120,2014-01-21 18:48:05,1035,113,260,259,,,,,,,,,,2014-01-21 19:00:00,2014-01-22 07:00:00,,
2014-01-21 20:00:00,2014-01-22 07:00:00,-4,0.004,-159,,50,0.02,,1,0,221,1065,,,,,,,,,,,,,,-159,2014-01-21 21:17:36,1065,221,118,124,2014-01-21 21:39:00,1800,40,-5,-160,2014-01-21 22:55:00,,,2014-01-21T21:39:00-CME-001,2014-01-22 07:00:00,2014-01-23 07:00:00,,
2014-01-28 22:00:00,2014-01-28 22:00:00,88,0.002,-68,,140,,M2.6,1,0,91,462,2014-01-28 22:00:00,2.60E-05,M2.6,2014-01-28 22:00:00,2014-01-28 22:16:00,2014-01-28 22:20:00,M3.7,3.79E-05,0.020639163,20,16,201401000000,15,-68,2014-01-28 22:24:05,462,91,110,102,,,,,,,,,,2014-01-28 22:00:00,2014-01-29 22:00:00,,
2014-01-30 15:00:00,2014-01-30 17:00:00,99,0.002,-58,0.002,151,0.001,M6.6,1,0,360,1087,2014-01-30 15:00:00,6.60E-05,M6.6,2014-01-30 15:41:00,2014-01-30 16:11:00,2014-01-30 16:28:00,M9.5,9.58E-05,0.143057287,47,30,201401000000,15,-58,2014-01-30 16:24:05,1087,360,Halo,117,2014-01-30 16:24:00,998,58,-15,-63,2014-01-30 19:29:00,,,2014-01-30T16:24:00-CME-001,2014-01-30 17:00:00,2014-01-31 17:00:00,,
2014-02-09 15:00:00,2014-02-09 16:00:00,50,0.002,-108,,100,0.02,M1.0,1,0,360,908,2014-02-09 15:00:00,1.00E-05,M1.0,2014-02-09 15:33:00,2014-02-09 16:17:00,2014-02-09 16:55:00,M1.5,1.53E-05,0.04833962,82,44,201402000000,15,-108,2014-02-09 16:00:06,908,360,Halo,104,2014-02-09 16:12:00,715,49,-16,-108,2014-02-09 20:56:00,,,2014-02-09T16:12:00-CME-001,2014-02-09 16:00:00,2014-02-10 16:00:00,,
2014-02-11 13:00:00,2014-02-11 14:00:00,-89,,112,0.0003,-40,,,1,0,208,330,,,,,,,,,,,,,,112,2014-02-11 13:48:05,330,208,306,300,2014-02-11 14:25:00,443,23,26,109,2014-02-11 23:23:00,,,2014-02-11T14:25:00-CME-001,2014-02-11 14:00:00,2014-02-11 22:00:00,,Elevated intensity from previous event at STEREO-A
2014-02-11 19:00:00,2014-02-11 22:00:00,-85,,116,0.001,-36,,,1,0,271,613,,,,,,,,,,,,,,116,2014-02-11 19:24:05,613,271,248,273,2014-02-11 20:10:00,720,44,-14,99,2014-02-12 00:52:00,,,2014-02-11T20:10:00-CME-001,2014-02-11 22:00:00,2014-02-12 22:00:00,,Elevated intensity from previous event at STEREO-A; CME dA (deg): > 271
2014-02-14 08:00:00,2014-02-14 10:00:00,-54,,147,0.003,-5,0.0004,,1,0,360,1165,,,,,,,,,,,,,,147,2014-02-14 08:48:26,1165,360,Halo,250,2014-02-14 08:48:00,1080,48,-6,127,2014-02-14 11:45:00,,,2014-02-14T08:48:00-CME-001,2014-02-14 10:00:00,2014-02-15 06:00:00,,
2014-02-15 01:00:00,2014-02-15 06:00:00,-158,,43,,-109,0.002,C2.1,1,0,138,362,2014-02-15 01:00:00,2.10E-06,C2.1,2014-02-15 02:00:00,,,C3.0,3.00E-06,,,,,15,43,2014-02-15 02:24:05,362,138,276,284,,,,,,,,,,2014-02-15 06:00:00,2014-02-16 06:00:00,,Elevated intensity from previous event at Earth; Associated flare appears to be missing from the NOAA NCEI science flsum files. The correct flare has a peak at 2014-02-15 02:00:00.
2014-02-16 09:00:00,2014-02-16 11:00:00,158,,-1,0.0003,-153,,M1.1,1,0,360,634,2014-02-16 09:00:00,1.10E-05,M1.1,2014-02-16 09:18:00,2014-02-16 09:26:00,2014-02-16 09:29:00,M1.7,1.70E-05,0.00546522,11,8,201402000000,15,-1,2014-02-16 10:00:05,634,360,Halo,227,,,,,,,,,,2014-02-16 11:00:00,2014-02-17 11:00:00,,Elevated intensity from previous event at STEREO-A
2014-02-18 01:00:00,2014-02-18 03:00:00,114,0.001,-45,0.004,163,,,1,2,360,779,,,,,,,,,,,,,,-45,2014-02-18 01:36:21,779,360,Halo,44,2014-02-18 01:25:00,851,63,-28,-49,2014-02-18 05:29:00,,,2014-02-18T01:25:00-CME-001,2014-02-18 03:00:00,2014-02-19 03:00:00,,
2014-02-21 01:00:00,2014-02-21 04:00:00,125,0.002,-35,,172,,,1,0,143,646,,,,,,,,,,,,,,-35,2014-02-21 01:25:51,646,143,102,100,2014-02-21 01:25:00,585,28,-12,-112,2014-02-21 07:32:00,,,2014-02-21T01:25:00-CME-001,2014-02-21 04:00:00,2014-02-21 16:00:00,,Elevated intensity from previous event at Earth
2014-02-21 15:00:00,2014-02-21 16:00:00,40,0.2,-120,0.001,87,0.01,,1,0,360,1252,,,,,,,,,,,,,,-120,2014-02-21 16:00:05,1252,360,Halo,139,2014-02-21 16:00:00,840,60,-6,-114,2014-02-21 18:28:00,,,2014-02-21T16:00:00-CME-001,2014-02-21 16:00:00,2014-02-22 16:00:00,,
2014-03-04 18:00:00,2014-03-04 18:00:00,-31,0.005,168,,15,0.05,,1,1,360,794,,,,,,,,,,,,,,168,2014-03-04 18:48:05,794,360,Halo,356,2014-03-04 18:48:00,900,60,45,170,2014-03-04 22:30:00,,,2014-03-04T18:48:00-CME-001,2014-03-04 18:00:00,2014-03-05 13:00:00,,Elevated intensity from previous event at Earth
2014-03-05 13:00:00,2014-03-05 13:00:00,-16,0.01,-177,,30,0.2,,1,2,360,828,,,,,,,,,,,,,,-177,2014-03-05 13:48:05,828,360,Halo,358,2014-03-05 13:54:00,650,29,59,-173,2014-03-05 18:53:00,,,2014-03-05T13:54:00-CME-001,2014-03-05 13:00:00,2014-03-06 13:00:00,,Elevated intensity from previous event at Earth
2014-03-12 14:00:00,2014-03-12 14:00:00,4,0.06,-158,,48,0.6,,1,0,360,972,,,,,,,,,,,,,,-158,2014-03-12 14:48:05,972,360,Halo,9,2014-03-12 14:39:00,1150,60,30,-154,2014-03-12 17:37:00,,,2014-03-12T14:39:00-CME-001,2014-03-12 14:00:00,2014-03-13 14:00:00,,
2014-03-13 21:00:00,2014-03-14 00:00:00,-64,,134,0.0005,-20,,,1,0,155,331,,,,,,,,,,,,,,134,2014-03-13 22:12:05,331,155,312,332,2014-03-13 22:54:00,383,35,31,139,2014-03-14 07:41:00,,,2014-03-13T22:54:00-CME-001,2014-03-14 00:00:00,2014-03-15 00:00:00,,"Elevated intensity from previous event at STEREO-B, STEREO-A"
2014-03-25 05:00:00,2014-03-25 05:00:00,-127,,70,0.003,-84,,C1.4,0,2,223,651,2014-03-25 05:00:00,1.40E-06,C1.4,2014-03-25 05:18:00,2014-03-25 05:29:00,2014-03-25 05:44:00,C1.9,1.99E-06,0.0027759,26,11,201403000000,15,70,2014-03-25 05:36:05,651,223,261,269,2014-03-25 05:36:00,614,38,-9,95,2014-03-25 11:27:00,,,2014-03-25T05:36:00-CME-001,2014-03-25 05:00:00,2014-03-26 05:00:00,,
2014-03-28 23:00:00,2014-03-29 01:00:00,-174,,23,0.001,-131,0.0006,M2.6,1,1,138,514,2014-03-28 23:00:00,2.60E-05,M2.6,2014-03-28 23:44:00,2014-03-28 23:51:00,2014-03-28 23:58:00,M3.7,3.79E-05,0.020768866,14,7,201403000000,15,23,2014-03-28 23:48:07,514,138,325,327,2014-03-28 23:48:00,820,32,25,36,2014-03-29 03:52:00,,,2014-03-28T23:48:00-CME-001,2014-03-29 01:00:00,2014-03-29 19:00:00,,
2014-04-02 13:00:00,2014-04-02 14:00:00,111,3,-53,0.001,152,0.001,M6.5,1,2,360,1471,2014-04-02 13:00:00,6.50E-05,M6.5,2014-04-02 13:12:00,2014-04-02 14:05:00,2014-04-02 14:28:00,M9.3,9.35E-05,0.202522606,76,53,201404000000,15,-53,2014-04-02 13:36:20,1471,360,Halo,60,2014-04-02 13:55:00,1604,68,19,-50,2014-04-02 15:51:00,,,2014-04-02T13:55:00-CME-001,2014-04-02 14:00:00,2014-04-03 14:00:00,,
2014-04-25 00:00:00,2014-04-25 02:00:00,-106,,89,0.001,-67,,X1.3,0,0,296,456,2014-04-25 00:00:00,0.00013,X1.3,2014-04-25 00:12:00,2014-04-25 00:27:00,2014-04-25 00:38:00,X1.9,0.00019885,0.165771231,26,15,201404000000,15,89,2014-04-25 00:48:03,456,296,294,269,2014-04-25 00:48:00,521,50,-14,113,2014-04-25 07:42:00,,,2014-04-25T00:48:00-CME-001,2014-04-25 02:00:00,2014-04-26 02:00:00,,
2014-05-06 17:00:00,2014-05-06 18:00:00,-110,,85,0.0001,-72,,C4.7,1,0,201,815,2014-05-06 17:00:00,4.70E-06,C4.7,2014-05-06 17:00:00,,,C6.7,6.71E-06,,,,,,85,2014-05-06 17:36:05,815,201,287,278,2014-05-06 18:09:00,460,47,5,108,2014-05-07 01:52:00,,,2014-05-06T18:09:00-CME-001,2014-05-06 18:00:00,2014-05-07 18:00:00,,
2014-05-07 16:00:00,2014-05-07 18:00:00,-104,,91,0.005,-66,,M1.2,1,2,360,923,2014-05-07 16:00:00,1.20E-05,M1.2,2014-05-07 15:59:00,2014-05-07 16:28:00,2014-05-07 17:05:00,M1.7,1.72E-05,0.044189677,66,29,201405000000,15,91,2014-05-07 16:24:05,923,360,Halo,260,2014-05-07 16:10:00,290,21,-40,,2014-05-08 03:24:00,,,2014-05-07T16:10:00-CME-001,2014-05-07 18:00:00,2014-05-08 18:00:00,,
2014-05-09 02:00:00,2014-05-09 03:00:00,-85,,110,0.003,-48,0.0004,,1,2,360,1099,,,,,,,,,,,,,,110,2014-05-09 02:48:05,1099,360,Halo,262,2014-05-09 02:54:00,1176,56,4,140,2014-05-09 05:28:00,,,2014-05-09T02:54:00-CME-001,2014-05-09 03:00:00,2014-05-10 03:00:00,,
2014-05-15 20:00:00,2014-05-15 21:00:00,65,0.006,-100,,102,0.02,,1,0,275,655,,,,,,,,,,,,,,-100,2014-05-15 20:48:05,655,275,90,155,2014-05-15 20:48:00,610,34,-34,-96,2014-05-16 02:38:00,,,2014-05-15T20:48:00-CME-001,2014-05-15 21:00:00,2014-05-16 21:00:00,,
2014-05-29 08:00:00,2014-05-29 10:00:00,60,0.0008,-105,,96,,B3.4,1,0,224,398,2014-05-29 08:00:00,3.40E-07,B3.4,2014-05-29 08:00:00,,,B4.8,4.86E-07,,,,,,-105,2014-05-29 09:12:08,398,224,73,80,2014-05-29 09:12:00,598,32,25,-87,2014-05-29 15:36:00,,,2014-05-29T09:12:00-CME-001,2014-05-29 10:00:00,2014-05-30 10:00:00,,
2014-06-06 13:00:00,2014-06-06 14:00:00,123,0.005,-41,,159,0.009,,1,0,360,1200,,,,,,,,,,,,,,-41,2014-06-06 13:48:05,1200,360,Halo,166,,,,,,,,,2014-06-06T12:54:00-CME-001,2014-06-06 14:00:00,2014-06-07 14:00:00,,Solar Event-B (deg): 123D?; Solar Event-Earth (deg): -41D?; Solar Event-A (deg): 159D?; Location inferred from the CME propagation direction in the DONKI database.
2014-06-07 16:00:00,2014-06-07 17:00:00,40,0.002,-124,,76,0.002,,1,0,155,675,,,,,,,,,,,,,,-124,2014-06-07 16:12:05,675,155,134,112,,,,,,,,,,2014-06-07 17:00:00,2014-06-08 17:00:00,,
2014-06-10 12:00:00,2014-06-10 12:00:00,84,0.15,-80,,120,0.03,X2.2,1,2,360,1469,2014-06-10 12:00:00,0.00022,X2.2,2014-06-10 11:33:00,2014-06-10 11:42:00,2014-06-10 11:44:00,X3.1,0.000317308,0.076441891,11,9,201406000000,15,-80,2014-06-10 13:30:23,1469,360,Halo,156,2014-06-10 13:09:00,1000,64,-10,-86,2014-06-10 16:30:00,,,2014-06-10T13:09:00-CME-001,2014-06-10 12:00:00,2014-06-11 12:00:00,,
2014-06-12 21:00:00,2014-06-12 23:00:00,-141,,55,0.004,-105,,M3.1,1,1,58,970,2014-06-12 21:00:00,3.10E-05,M3.1,2014-06-12 21:36:00,2014-06-12 22:16:00,2014-06-12 22:52:00,M4.5,4.52E-05,0.136607647,76,40,201406000000,15,55,2014-06-12 22:00:07,970,58,254,247,2014-06-12 22:12:00,603,61,-37,56,2014-06-13 03:50:00,,,2014-06-12T22:12:00-CME-001,2014-06-12 23:00:00,2014-06-13 23:00:00,,Elevated intensity from previous event at STEREO-A
2014-06-17 08:00:00,2014-06-17 14:00:00,-75,,121,0.0005,-40,,C3.0,1,0,360,1198,2014-06-17 08:00:00,3.00E-06,C3.0,2014-06-17 08:12:00,2014-06-17 08:19:00,,C4.3,4.37E-06,,,7,201406000000,15,121,2014-06-17 09:12:09,1198,360,Halo,229,2014-06-17 09:12:00,1000,35,-55,105,2014-06-17 13:04:00,,,2014-06-17T09:12:00-CME-001,2014-06-17 14:00:00,2014-06-18 14:00:00,,
2014-06-24 04:00:00,2014-06-24 08:00:00,-15,,-179,,20,0.001,,1,0,177,633,,,,,,,,,,,,,,-179,2014-06-24 05:36:05,633,177,158,175,2014-06-24 06:12:00,635,35,-45,-170,2014-06-24 11:33:00,,,2014-06-24T06:12:00-CME-001,2014-06-24 08:00:00,2014-06-25 08:00:00,,
2014-06-29 12:00:00,2014-06-29 15:00:00,20,0.0003,-143,,55,0.001,,1,0,173,546,,,,,,,,,,,,,,-143,2014-06-29 12:36:05,546,173,79,97,2014-06-29 12:39:00,750,30,-10,-138,2014-06-29 16:48:00,,,2014-06-29T12:39:00-CME-001,2014-06-29 15:00:00,2014-06-30 15:00:00,,
2014-07-08 16:00:00,2014-07-08 17:00:00,107,0.02,-56,0.0005,141,,M6.5,1,0,360,773,2014-07-08 16:00:00,6.50E-05,M6.5,2014-07-08 16:01:00,2014-07-08 16:20:00,2014-07-08 16:30:00,M9.3,9.36E-05,0.088631429,29,19,201407000000,15,-56,2014-07-08 16:36:05,773,360,Halo,67,2014-07-08 16:54:00,725,49,34,-67,2014-07-08 20:31:00,,,2014-07-08T16:54:00-CME-001,2014-07-08 17:00:00,2014-07-09 17:00:00,,Data gap in I(A)
2014-07-10 07:00:00,2014-07-10 08:00:00,-81,,116,0.001,-47,,,1,0,275,928,,,,,,,,,,,,,,116,2014-07-10 07:12:05,928,275,320,268,2014-07-10 07:24:00,1015,54,-6,116,2014-07-10 11:01:00,,,2014-07-10T07:24:00-CME-001,2014-07-10 08:00:00,2014-07-11 08:00:00,,Data gap in I(A); Elevated intensity from previous event at STEREO-B; Location inferred from the CME propagation direction in the DONKI database.
2014-08-08 16:00:00,2014-08-08 18:00:00,-44,0.001,155,,-10,0.001,,1,0,360,1137,,,,,,,,,,,,,,155,2014-08-08 16:36:05,1137,360,Halo,192,,,,,,,,,2014-08-08T17:24:00-CME-001,2014-08-08 18:00:00,2014-08-09 18:00:00,,
2014-08-12 20:00:00,2014-08-13 03:00:00,30,0.001,-132,,63,0.0008,B7.0,0,0,187,599,2014-08-12 20:00:00,7.00E-07,B7.0,2014-08-12 20:10:00,2014-08-12 20:19:00,2014-08-12 20:25:00,B9.5,9.50E-07,0.00073794,15,9,201408000000,15,-132,2014-08-12 21:28:05,599,187,66,60,2014-08-12 21:17:00,800,41,2,-133,2014-08-13 02:09:00,,,2014-08-12T21:17:00-CME-001,2014-08-13 03:00:00,2014-08-14 03:00:00,,
